"year","month","day","hour","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir"
2012,2,5,7,-14,-5,1019,3,1.79,0,0
2012,2,5,8,-15,-4,1020,2,1.79,0,0
2012,2,5,9,-15,-4,1020,3,1.79,0,0
2012,2,5,10,-13,0,1020,3,3.58,0,0
2012,2,5,11,-12,1,1020,1,0.89,0,0
2012,2,5,12,-12,1,1019,1,1.78,0,0
2012,2,5,13,-14,2,1018,3,1.79,0,0
2012,2,5,14,-14,3,1017,1,1.79,0,0
2012,2,5,15,-14,4,1016,4,1.79,0,0
2012,2,5,16,-14,4,1016,4,4.92,0,0
2012,2,5,17,-14,3,1017,4,8.94,0,0
2012,2,5,18,-14,1,1017,4,12.96,0,0
2012,2,5,19,-12,-2,1018,4,13.85,0,0
2012,2,5,20,-12,-4,1018,4,14.74,0,0
2012,2,5,21,-11,-3,1018,1,0.45,0,0
2012,2,5,22,-12,-5,1018,2,0.89,0,0
2012,2,5,23,-11,-4,1019,1,0.89,0,0
2012,2,6,0,-11,-4,1019,2,0.89,0,0
2012,2,6,1,-10,-4,1019,2,2.68,0,0
2012,2,6,2,-12,-6,1020,3,0.89,0,0
2012,2,6,3,-12,-6,1020,3,2.68,0,0
2012,2,6,4,-13,-6,1020,3,5.81,0,0
2012,2,6,5,-17,-2,1021,3,13.86,0,0
2012,2,6,6,-20,-3,1023,3,23.69,0,0
2012,2,6,7,-20,-3,1024,3,32.63,0,0
2012,2,6,8,-20,-4,1026,3,43.81,0,0
2012,2,6,9,-21,-3,1027,3,59.01,0,0
2012,2,6,10,-21,-2,1027,3,71.97,0,0
2012,2,6,11,-22,-2,1027,3,87.17,0,0
2012,2,6,12,-23,-1,1027,3,99.24,0,0
2012,2,6,13,-25,-1,1027,3,111.31,0,0
2012,2,6,14,-25,-2,1027,3,124.27,0,0
2012,2,6,15,-26,-2,1028,3,137.23,0,0
2012,2,6,16,-28,-4,1029,3,153.32,0,0
2012,2,6,17,-28,-6,1030,3,165.39,0,0
2012,2,6,18,-28,-7,1031,3,174.33,0,0
2012,2,6,19,-27,-7,1032,3,188.19,0,0
2012,2,6,20,-27,-8,1033,3,200.26,0,0
2012,2,6,21,-26,-8,1033,3,213.22,0,0
2012,2,6,22,-26,-9,1033,3,224.4,0,0
2012,2,6,23,-25,-9,1033,3,233.34,0,0
2012,2,7,0,-26,-10,1033,3,239.15,0,0
2012,2,7,1,-27,-9,1034,3,252.11,0,0
2012,2,7,2,-28,-10,1034,3,265.97,0,0
2012,2,7,3,-28,-10,1034,3,278.04,0,0
2012,2,7,4,-28,-12,1034,3,283.85,0,0
2012,2,7,5,-27,-10,1033,3,293.68,0,0
2012,2,7,6,-27,-11,1034,3,300.83,0,0
2012,2,7,7,-27,-13,1034,3,304.85,0,0
2012,2,7,8,-27,-10,1034,1,0.89,0,0
2012,2,7,9,-25,-8,1034,3,7.15,0,0
2012,2,7,10,-25,-7,1033,3,14.3,0,0
2012,2,7,11,-24,-6,1032,3,21.45,0,0
2012,2,7,12,-25,-5,1031,3,30.39,0,0
2012,2,7,13,-24,-3,1030,3,39.33,0,0
2012,2,7,14,-24,-3,1029,3,46.48,0,0
2012,2,7,15,-24,-2,1028,3,54.53,0,0
2012,2,7,16,-24,-1,1028,3,60.34,0,0
2012,2,7,17,-24,-3,1028,3,66.15,0,0
2012,2,7,18,-25,-4,1028,3,71.07,0,0
2012,2,7,19,-25,-6,1029,3,75.99,0,0
2012,2,7,20,-23,-6,1029,3,83.14,0,0
2012,2,7,21,-24,-8,1030,3,88.06,0,0
2012,2,7,22,-24,-8,1030,3,92.98,0,0
2012,2,7,23,-24,-8,1030,3,98.79,0,0
2012,2,8,0,-24,-7,1030,3,105.94,0,0
2012,2,8,1,-24,-7,1030,3,113.09,0,0
2012,2,8,2,-25,-8,1030,3,118.9,0,0
2012,2,8,3,-24,-9,1030,3,124.71,0,0
2012,2,8,4,-25,-9,1029,3,129.63,0,0
2012,2,8,5,-25,-9,1029,3,131.42,0,0
2012,2,8,6,-25,-11,1028,3,134.55,0,0
2012,2,8,7,-25,-11,1028,3,136.34,0,0
2012,2,8,8,-23,-7,1028,2,1.79,0,0
2012,2,8,9,-22,-5,1028,3,3.13,0,0
2012,2,8,10,-22,-3,1027,3,7.15,0,0
2012,2,8,11,-22,-2,1026,3,16.09,0,0
2012,2,8,12,-22,0,1025,3,25.92,0,0
2012,2,8,13,-24,0,1024,3,35.75,0,0
2012,2,8,14,-23,2,1023,3,43.8,0,0
2012,2,8,15,-23,2,1023,3,49.61,0,0
2012,2,8,16,-24,2,1023,3,56.76,0,0
2012,2,8,17,-23,2,1023,3,63.91,0,0
2012,2,8,18,-21,-3,1024,2,1.79,0,0
2012,2,8,19,-21,-3,1025,3,3.13,0,0
2012,2,8,20,-21,-5,1026,2,1.79,0,0
2012,2,8,21,-21,-5,1026,3,3.13,0,0
2012,2,8,22,-20,-6,1026,1,0.89,0,0
2012,2,8,23,-21,-7,1027,3,3.13,0,0
2012,2,9,0,-20,-7,1027,3,4.92,0,0
2012,2,9,1,-19,-8,1027,2,0.89,0,0
2012,2,9,2,-20,-9,1026,1,0.45,0,0
2012,2,9,3,-19,-11,1026,1,0.9,0,0
2012,2,9,4,-21,-13,1026,3,0.89,0,0
2012,2,9,5,-20,-13,1027,3,4.02,0,0
2012,2,9,6,-20,-11,1026,3,5.81,0,0
2012,2,9,7,-20,-11,1027,1,0.89,0,0
2012,2,9,8,-17,-8,1027,3,3.13,0,0
2012,2,9,9,-18,-5,1027,3,6.26,0,0
2012,2,9,10,-17,-3,1028,4,1.79,0,0
2012,2,9,11,-18,-1,1027,1,1.79,0,0
2012,2,9,12,-20,1,1026,1,3.58,0,0
2012,2,9,13,-21,1,1025,1,5.37,0,0
2012,2,9,14,-21,3,1024,4,4.02,0,0
2012,2,9,15,-21,2,1024,4,8.94,0,0
2012,2,9,16,-21,2,1023,4,14.75,0,0
2012,2,9,17,-21,2,1023,4,19.67,0,0
2012,2,9,18,-21,1,1024,4,23.69,0,0
2012,2,9,19,-20,0,1024,4,28.61,0,0
2012,2,9,20,-18,0,1025,3,3.13,0,0
2012,2,9,21,-18,-2,1027,3,6.26,0,0
2012,2,9,22,-19,-5,1027,3,9.39,0,0
2012,2,9,23,-22,-1,1028,3,17.44,0,0
2012,2,10,0,-22,-2,1028,3,28.62,0,0
2012,2,10,1,-22,-3,1029,3,36.67,0,0
2012,2,10,2,-21,-2,1029,3,45.61,0,0
2012,2,10,3,-20,-3,1030,3,52.76,0,0
2012,2,10,4,-21,-4,1030,3,55.89,0,0
2012,2,10,5,-21,-6,1030,3,57.68,0,0
2012,2,10,6,-22,-6,1031,3,59.47,0,0
2012,2,10,7,-20,-9,1031,1,0.89,0,0
2012,2,10,8,-19,-3,1032,1,1.78,0,0
2012,2,10,9,-20,-2,1033,4,1.79,0,0
2012,2,10,10,-21,0,1032,3,3.13,0,0
2012,2,10,11,-22,2,1032,1,0.89,0,0
2012,2,10,12,-21,2,1030,1,2.68,0,0
2012,2,10,13,-22,3,1029,1,3.57,0,0
2012,2,10,14,-23,3,1028,4,3.13,0,0
2012,2,10,15,-22,3,1027,4,8.05,0,0
2012,2,10,16,-22,3,1027,4,13.86,0,0
2012,2,10,17,-22,2,1027,4,18.78,0,0
2012,2,10,18,-22,1,1026,4,23.7,0,0
2012,2,10,19,-21,0,1027,4,27.72,0,0
2012,2,10,20,-19,0,1027,4,32.64,0,0
2012,2,10,21,-19,0,1027,4,37.56,0,0
2012,2,10,22,-19,-1,1027,4,41.58,0,0
2012,2,10,23,-19,-2,1026,4,43.37,0,0
2012,2,11,0,-19,-3,1026,4,45.16,0,0
2012,2,11,1,-19,-4,1026,4,46.95,0,0
2012,2,11,2,-20,-7,1026,4,48.74,0,0
2012,2,11,3,-19,-7,1026,4,50.53,0,0
2012,2,11,4,-19,-10,1026,2,1.79,0,0
2012,2,11,5,-17,-9,1026,2,2.68,0,0
2012,2,11,6,-17,-10,1027,1,0.89,0,0
2012,2,11,7,-17,-11,1027,3,1.79,0,0
2012,2,11,8,-16,-10,1028,3,3.58,0,0
2012,2,11,9,-16,-3,1029,3,6.71,0,0
2012,2,11,10,-17,-1,1029,3,9.84,0,0
2012,2,11,11,-21,2,1029,2,4.02,0,0
2012,2,11,12,-22,3,1028,2,7.15,0,0
2012,2,11,13,-22,6,1027,3,3.13,0,0
2012,2,11,14,-22,5,1026,2,4.02,0,0
2012,2,11,15,-23,5,1026,2,7.15,0,0
2012,2,11,16,-23,5,1026,2,8.94,0,0
2012,2,11,17,-23,4,1026,2,10.73,0,0
2012,2,11,18,-23,2,1027,4,0.89,0,0
2012,2,11,19,-20,-1,1027,4,2.68,0,0
2012,2,11,20,-18,-3,1028,4,3.57,0,0
2012,2,11,21,-18,-3,1029,4,4.46,0,0
2012,2,11,22,-16,-2,1030,4,8.48,0,0
2012,2,11,23,-9,-4,1030,4,12.5,0,0
2012,2,12,0,-9,-5,1030,4,16.52,0,0
2012,2,12,1,-9,-5,1030,4,19.65,0,0
2012,2,12,2,-9,-4,1031,4,21.44,0,0
2012,2,12,3,-10,-6,1030,1,0.89,0,0
2012,2,12,4,-12,-7,1030,4,0.89,0,0
2012,2,12,5,-12,-8,1029,1,0.89,0,0
2012,2,12,6,-12,-10,1029,2,1.79,0,0
2012,2,12,7,-12,-10,1030,3,1.79,0,0
2012,2,12,8,-7,-4,1029,3,4.92,0,0
2012,2,12,9,-8,-2,1030,3,8.05,0,0
2012,2,12,10,-9,-1,1029,3,9.84,0,0
2012,2,12,11,-9,-1,1029,4,1.79,0,0
2012,2,12,12,-9,1,1027,1,1.79,0,0
2012,2,12,13,-8,0,1025,4,1.79,0,0
2012,2,12,14,-8,1,1024,2,1.79,0,0
2012,2,12,15,-9,0,1023,1,0.89,0,0
2012,2,12,16,-9,0,1024,1,1.78,0,0
2012,2,12,17,-9,0,1024,1,2.67,0,0
2012,2,12,18,-9,0,1024,4,1.79,0,0
2012,2,12,19,-8,-1,1024,1,0.89,0,0
2012,2,12,20,-9,-4,1024,2,0.89,0,0
2012,2,12,21,-8,-3,1024,4,0.89,0,0
2012,2,12,22,-10,-5,1025,1,0.89,0,0
2012,2,12,23,-8,-4,1025,1,1.78,0,0
2012,2,13,0,-11,-7,1024,3,3.13,0,0
2012,2,13,1,-10,-6,1024,1,0.89,0,0
2012,2,13,2,-12,-8,1024,1,1.78,0,0
2012,2,13,3,-11,-6,1024,3,1.79,0,0
2012,2,13,4,-11,-7,1023,3,3.58,0,0
2012,2,13,5,-10,-6,1023,3,5.37,0,0
2012,2,13,6,-10,-6,1024,3,6.26,0,0
2012,2,13,7,-9,-5,1024,3,9.39,0,0
2012,2,13,8,-9,-4,1025,3,11.18,0,0
2012,2,13,9,-9,-2,1025,3,12.97,0,0
2012,2,13,10,-9,-1,1025,2,1.79,0,0
2012,2,13,11,-10,1,1024,3,1.79,0,0
2012,2,13,12,-10,2,1023,1,0.89,0,0
2012,2,13,13,-9,4,1022,1,1.78,0,0
2012,2,13,14,-10,4,1022,4,3.13,0,0
2012,2,13,15,-9,4,1021,4,6.26,0,0
2012,2,13,16,-9,3,1021,4,9.39,0,0
2012,2,13,17,-9,2,1021,1,0.89,0,0
2012,2,13,18,-9,1,1021,4,0.89,0,0
2012,2,13,19,-8,-2,1021,4,1.78,0,0
2012,2,13,20,-8,-2,1021,4,2.67,0,0
2012,2,13,21,-8,-1,1022,1,0.89,0,0
2012,2,13,22,-9,-4,1023,1,1.78,0,0
2012,2,13,23,-9,-3,1023,1,2.67,0,0
2012,2,14,0,-10,-5,1023,3,0.89,0,0
2012,2,14,1,-10,-6,1023,1,0.89,0,0
2012,2,14,2,-9,-6,1023,3,3.13,0,0
2012,2,14,3,-10,-6,1023,3,7.15,0,0
2012,2,14,4,-9,-5,1024,3,11.17,0,0
2012,2,14,5,-8,-3,1024,3,16.98,0,0
2012,2,14,6,-11,-2,1025,3,21,0,0
2012,2,14,7,-13,-3,1026,3,25.02,0,0
2012,2,14,8,-15,-1,1027,2,4.02,0,0
2012,2,14,9,-17,-1,1028,3,7.15,0,0
2012,2,14,10,-19,1,1028,2,4.92,0,0
2012,2,14,11,-20,2,1028,2,8.94,0,0
2012,2,14,12,-22,5,1028,3,5.81,0,0
2012,2,14,13,-26,4,1027,3,12.96,0,0
2012,2,14,14,-24,3,1027,2,4.02,0,0
2012,2,14,15,-23,4,1027,2,5.81,0,0
2012,2,14,16,-24,3,1027,4,1.79,0,0
2012,2,14,17,-24,3,1028,4,3.58,0,0
2012,2,14,18,-21,-2,1028,4,4.47,0,0
2012,2,14,19,-20,-2,1029,2,0.89,0,0
2012,2,14,20,-22,-6,1029,2,2.68,0,0
2012,2,14,21,-22,-1,1030,3,3.13,0,0
2012,2,14,22,-21,-4,1030,2,1.79,0,0
2012,2,14,23,-16,-5,1030,4,3.13,0,0
2012,2,15,0,-10,-6,1031,4,4.92,0,0
2012,2,15,1,-9,-6,1031,4,6.71,0,0
2012,2,15,2,-9,-6,1031,4,9.84,0,0
2012,2,15,3,-9,-6,1031,4,12.97,0,0
2012,2,15,4,-10,-6,1031,4,14.76,0,0
2012,2,15,5,-10,-7,1031,4,15.65,0,0
2012,2,15,6,-13,-10,1031,2,0.89,0,0
2012,2,15,7,-11,-9,1031,2,1.78,0,0
2012,2,15,8,-11,-9,1031,1,0.89,0,0
2012,2,15,9,-10,-5,1031,2,0.89,0,0
2012,2,15,10,-9,-3,1031,1,0.89,0,0
2012,2,15,11,-9,-2,1030,1,1.78,0,0
2012,2,15,12,-10,0,1028,1,3.57,0,0
2012,2,15,13,-10,1,1026,4,1.79,0,0
2012,2,15,14,-10,2,1025,1,1.79,0,0
2012,2,15,15,-10,2,1025,4,4.02,0,0
2012,2,15,16,-11,2,1024,4,8.04,0,0
2012,2,15,17,-10,2,1025,1,1.79,0,0
2012,2,15,18,-11,0,1025,1,2.68,0,0
2012,2,15,19,-9,-2,1026,4,1.79,0,0
2012,2,15,20,-11,-4,1027,2,1.79,0,0
2012,2,15,21,-9,-2,1028,3,3.13,0,0
2012,2,15,22,-19,-2,1030,3,8.94,0,0
2012,2,15,23,-20,-2,1030,3,16.09,0,0
2012,2,16,0,-20,-3,1031,3,20.11,0,0
2012,2,16,1,-20,-3,1030,3,25.03,0,0
2012,2,16,2,-20,-4,1030,3,28.16,0,0
2012,2,16,3,-20,-4,1030,3,33.08,0,0
2012,2,16,4,-20,-4,1030,3,36.21,0,0
2012,2,16,5,-21,-7,1030,3,38,0,0
2012,2,16,6,-20,-6,1030,3,41.13,0,0
2012,2,16,7,-20,-5,1031,3,44.26,0,0
2012,2,16,8,-19,-2,1031,3,49.18,0,0
2012,2,16,9,-19,-1,1032,3,54.1,0,0
2012,2,16,10,-21,0,1031,3,61.25,0,0
2012,2,16,11,-21,1,1031,3,66.17,0,0
2012,2,16,12,-22,2,1030,3,71.98,0,0
2012,2,16,13,-23,2,1029,3,76.9,0,0
2012,2,16,14,-22,3,1028,3,80.92,0,0
2012,2,16,15,-22,2,1028,3,88.07,0,0
2012,2,16,16,-22,1,1028,3,95.22,0,0
2012,2,16,17,-20,0,1028,3,102.37,0,0
2012,2,16,18,-19,-2,1029,3,109.52,0,0
2012,2,16,19,-20,-3,1029,3,115.33,0,0
2012,2,16,20,-20,-3,1030,3,120.25,0,0
2012,2,16,21,-20,-5,1030,3,125.17,0,0
2012,2,16,22,-20,-5,1030,3,130.09,0,0
2012,2,16,23,-19,-4,1030,3,133.22,0,0
2012,2,17,0,-19,-4,1030,3,136.35,0,0
2012,2,17,1,-21,-8,1030,3,140.37,0,0
2012,2,17,2,-21,-8,1031,3,145.29,0,0
2012,2,17,3,-20,-7,1031,3,150.21,0,0
2012,2,17,4,-21,-7,1031,3,156.02,0,0
2012,2,17,5,-22,-7,1032,3,161.83,0,0
2012,2,17,6,-23,-7,1033,3,170.77,0,0
2012,2,17,7,-23,-8,1033,3,178.82,0,0
2012,2,17,8,-23,-7,1034,3,188.65,0,0
2012,2,17,9,-23,-5,1035,3,201.61,0,0
2012,2,17,10,-22,-3,1035,3,212.79,0,0
2012,2,17,11,-23,-2,1034,3,223.97,0,0
2012,2,17,12,-23,-1,1033,3,235.15,0,0
2012,2,17,13,-22,0,1032,3,246.33,0,0
2012,2,17,14,-24,1,1032,3,257.51,0,0
2012,2,17,15,-24,0,1032,3,268.69,0,0
2012,2,17,16,-25,0,1032,3,277.63,0,0
2012,2,17,17,-22,-1,1031,3,286.57,0,0
2012,2,17,18,-21,-2,1032,3,294.62,0,0
2012,2,17,19,-21,-3,1033,3,302.67,0,0
2012,2,17,20,-21,-4,1033,3,307.59,0,0
2012,2,17,21,-20,-5,1034,3,313.4,0,0
2012,2,17,22,-20,-4,1034,3,322.34,0,0
2012,2,17,23,-20,-4,1034,3,331.28,0,0
2012,2,18,0,-21,-5,1034,3,338.43,0,0
2012,2,18,1,-21,-5,1034,3,344.24,0,0
2012,2,18,2,-22,-7,1035,1,0.89,0,0
2012,2,18,3,-23,-8,1034,3,3.13,0,0
2012,2,18,4,-22,-9,1034,3,6.26,0,0
2012,2,18,5,-23,-9,1035,3,8.05,0,0
2012,2,18,6,-22,-10,1035,3,12.07,0,0
2012,2,18,7,-22,-10,1035,3,16.09,0,0
2012,2,18,8,-20,-7,1035,3,21.01,0,0
2012,2,18,9,-21,-5,1035,3,25.93,0,0
2012,2,18,10,-21,-3,1034,2,4.02,0,0
2012,2,18,11,-20,0,1032,3,5.81,0,0
2012,2,18,12,-23,1,1031,3,11.62,0,0
2012,2,18,13,-23,2,1030,3,18.77,0,0
2012,2,18,14,-22,3,1028,3,24.58,0,0
2012,2,18,15,-22,4,1028,3,30.39,0,0
2012,2,18,16,-22,4,1027,3,36.2,0,0
2012,2,18,17,-22,4,1026,3,41.12,0,0
2012,2,18,18,-22,2,1026,4,4.02,0,0
2012,2,18,19,-22,1,1027,4,7.15,0,0
2012,2,18,20,-20,-1,1027,3,3.13,0,0
2012,2,18,21,-19,-3,1028,1,0.89,0,0
2012,2,18,22,-19,-5,1028,1,1.78,0,0
2012,2,18,23,-18,-3,1028,1,2.67,0,0
2012,2,19,0,-18,-3,1028,3,1.79,0,0
2012,2,19,1,-19,-7,1028,3,6.71,0,0
2012,2,19,2,-19,-6,1027,1,0.89,0,0
2012,2,19,3,-20,-8,1027,3,1.79,0,0
2012,2,19,4,-19,-10,1027,4,0.89,0,0
2012,2,19,5,-21,-11,1027,3,1.79,0,0
2012,2,19,6,-20,-10,1026,3,3.58,0,0
2012,2,19,7,-20,-11,1026,3,6.71,0,0
2012,2,19,8,-17,-7,1027,3,8.5,0,0
2012,2,19,9,-18,-4,1026,2,1.79,0,0
2012,2,19,10,-18,-1,1026,1,0.89,0,0
2012,2,19,11,-20,2,1026,3,1.79,0,0
2012,2,19,12,-21,5,1025,3,3.58,0,0
2012,2,19,13,-20,7,1022,1,1.79,0,0
2012,2,19,14,-21,6,1022,1,3.58,0,0
2012,2,19,15,-21,7,1021,1,5.37,0,0
2012,2,19,16,-22,7,1020,4,4.02,0,0
2012,2,19,17,-22,6,1020,4,8.04,0,0
2012,2,19,18,-23,4,1021,4,12.06,0,0
2012,2,19,19,-23,1,1021,4,13.85,0,0
2012,2,19,20,-22,2,1021,4,16.98,0,0
2012,2,19,21,-19,-3,1021,1,0.89,0,0
2012,2,19,22,-18,-3,1021,1,1.78,0,0
2012,2,19,23,-18,-5,1022,1,2.67,0,0
2012,2,20,0,-18,-4,1021,1,3.56,0,0
2012,2,20,1,-19,-7,1021,2,1.79,0,0
2012,2,20,2,-19,-9,1021,2,2.68,0,0
2012,2,20,3,-18,-9,1021,3,1.79,0,0
2012,2,20,4,-17,-9,1021,3,2.68,0,0
2012,2,20,5,-18,-9,1021,3,5.81,0,0
2012,2,20,6,-18,-9,1021,3,8.94,0,0
2012,2,20,7,-18,-9,1021,3,10.73,0,0
2012,2,20,8,-16,-8,1021,3,12.52,0,0
2012,2,20,9,-16,-1,1022,1,0.89,0,0
2012,2,20,10,-19,1,1022,1,2.68,0,0
2012,2,20,11,-19,3,1022,1,4.47,0,0
2012,2,20,12,-21,6,1020,4,1.79,0,0
2012,2,20,13,-20,7,1020,1,0.89,0,0
2012,2,20,14,-20,8,1019,4,1.79,0,0
2012,2,20,15,-18,8,1019,4,3.58,0,0
2012,2,20,16,-17,8,1019,4,5.37,0,0
2012,2,20,17,-15,7,1018,4,7.16,0,0
2012,2,20,18,-15,3,1019,4,8.05,0,0
2012,2,20,19,-15,1,1020,4,8.94,0,0
2012,2,20,20,-12,-2,1020,4,10.73,0,0
2012,2,20,21,-9,-1,1021,4,12.52,0,0
2012,2,20,22,-8,0,1022,4,18.33,0,0
2012,2,20,23,-11,-1,1022,4,23.25,0,0
2012,2,21,0,-12,-2,1022,1,0.89,0,0
2012,2,21,1,-12,-2,1023,1,1.34,0,0
2012,2,21,2,-12,-4,1023,1,2.23,0,0
2012,2,21,3,-13,-6,1023,1,3.12,0,0
2012,2,21,4,-12,-6,1022,3,0.89,0,0
2012,2,21,5,-12,-6,1022,1,0.89,0,0
2012,2,21,6,-13,-6,1021,1,1.78,0,0
2012,2,21,7,-11,-3,1021,3,1.79,0,0
2012,2,21,8,-11,-3,1022,3,3.58,0,0
2012,2,21,9,-11,-1,1022,3,5.37,0,0
2012,2,21,10,-12,1,1022,3,7.16,0,0
2012,2,21,11,-13,2,1021,1,0.89,0,0
2012,2,21,12,-12,3,1020,1,2.68,0,0
2012,2,21,13,-11,4,1020,4,1.79,0,0
2012,2,21,14,-11,4,1018,4,3.58,0,0
2012,2,21,15,-11,4,1017,4,6.71,0,0
2012,2,21,16,-9,4,1017,4,9.84,0,0
2012,2,21,17,-11,3,1018,4,11.63,0,0
2012,2,21,18,-11,1,1018,4,13.42,0,0
2012,2,21,19,-10,0,1018,1,0.89,0,0
2012,2,21,20,-10,-2,1018,1,1.34,0,0
2012,2,21,21,-9,-3,1018,4,1.79,0,0
2012,2,21,22,-6,-2,1018,4,4.92,0,0
2012,2,21,23,-5,-3,1018,4,5.81,0,0
2012,2,22,0,-6,-4,1018,2,0.89,0,0
2012,2,22,1,-5,-3,1018,2,2.68,0,0
2012,2,22,2,-5,-2,1017,2,3.57,0,0
2012,2,22,3,-5,-2,1016,1,0.89,0,0
2012,2,22,4,-3,-1,1015,1,1.78,0,0
2012,2,22,5,-3,-1,1016,3,1.79,0,0
2012,2,22,6,-3,-1,1015,3,4.92,0,0
2012,2,22,7,-3,-1,1014,1,0.89,0,0
2012,2,22,8,-2,0,1014,3,0.89,0,0
2012,2,22,9,-2,0,1015,1,0.45,0,0
2012,2,22,10,-4,0,1014,2,1.79,0,0
2012,2,22,11,-3,1,1014,3,3.13,0,0
2012,2,22,12,-3,1,1013,2,1.79,0,0
2012,2,22,13,-3,2,1012,1,1.79,0,0
2012,2,22,14,-3,3,1012,1,2.68,0,0
2012,2,22,15,-4,4,1012,1,3.57,0,0
2012,2,22,16,-4,5,1012,3,1.79,0,0
2012,2,22,17,-5,2,1013,3,3.58,0,0
2012,2,22,18,-4,2,1014,3,6.71,0,0
2012,2,22,19,-8,4,1017,2,4.02,0,0
2012,2,22,20,-13,4,1018,3,7.15,0,0
2012,2,22,21,-15,3,1020,3,12.96,0,0
2012,2,22,22,-14,3,1022,3,16.98,0,0
2012,2,22,23,-14,-2,1023,3,21,0,0
2012,2,23,0,-14,-2,1025,3,24.13,0,0
2012,2,23,1,-14,-1,1025,3,29.05,0,0
2012,2,23,2,-14,-2,1026,2,1.79,0,0
2012,2,23,3,-15,-7,1027,3,4.92,0,0
2012,2,23,4,-14,-4,1026,3,9.84,0,0
2012,2,23,5,-15,-4,1027,2,4.92,0,0
2012,2,23,6,-15,-3,1027,2,9.84,0,0
2012,2,23,7,-15,-3,1028,2,14.76,0,0
2012,2,23,8,-15,-2,1029,2,19.68,0,0
2012,2,23,9,-15,-1,1029,2,25.49,0,0
2012,2,23,10,-17,1,1028,2,30.41,0,0
2012,2,23,11,-17,2,1028,2,33.54,0,0
2012,2,23,12,-18,3,1027,2,36.67,0,0
2012,2,23,13,-19,5,1026,3,1.79,0,0
2012,2,23,14,-19,5,1025,1,1.79,0,0
2012,2,23,15,-20,6,1024,1,3.58,0,0
2012,2,23,16,-20,6,1024,4,4.02,0,0
2012,2,23,17,-20,5,1024,4,8.04,0,0
2012,2,23,18,-19,2,1024,4,11.17,0,0
2012,2,23,19,-18,1,1025,4,12.96,0,0
2012,2,23,20,-16,1,1025,4,16.98,0,0
2012,2,23,21,-14,-2,1025,4,18.77,0,0
2012,2,23,22,-14,-3,1025,4,21.9,0,0
2012,2,23,23,-13,-2,1025,4,23.69,0,0
2012,2,24,0,-12,-4,1025,4,25.48,0,0
2012,2,24,1,-11,-3,1025,4,28.61,0,0
2012,2,24,2,-11,-4,1024,4,30.4,0,0
2012,2,24,3,-11,-4,1024,4,32.19,0,0
2012,2,24,4,-9,-3,1023,4,33.98,0,0
2012,2,24,5,-9,-3,1023,4,37.11,0,0
2012,2,24,6,-9,-3,1023,4,38.9,0,0
2012,2,24,7,-9,-4,1024,2,0.89,0,0
2012,2,24,8,-9,-3,1024,2,2.68,0,0
2012,2,24,9,-8,-3,1024,1,0.89,0,0
2012,2,24,10,-9,-2,1025,1,1.78,0,0
2012,2,24,11,-9,-1,1024,1,2.67,0,0
2012,2,24,12,-10,1,1024,3,1.79,0,0
2012,2,24,13,-11,3,1023,2,1.79,0,0
2012,2,24,14,-10,4,1021,1,0.89,0,0
2012,2,24,15,-11,5,1021,1,1.78,0,0
2012,2,24,16,-11,5,1021,4,3.13,0,0
2012,2,24,17,-12,5,1022,3,1.79,0,0
2012,2,24,18,-12,4,1023,3,5.81,0,0
2012,2,24,19,-12,1,1024,3,7.6,0,0
2012,2,24,20,-14,2,1026,2,4.92,0,0
2012,2,24,21,-15,0,1027,3,4.92,0,0
2012,2,24,22,-15,-1,1029,3,9.84,0,0
2012,2,24,23,-16,-2,1029,3,12.97,0,0
2012,2,25,0,-15,-2,1029,3,17.89,0,0
2012,2,25,1,-15,-1,1029,3,23.7,0,0
2012,2,25,2,-15,-2,1030,3,29.51,0,0
2012,2,25,3,-16,-3,1031,3,33.53,0,0
2012,2,25,4,-18,-3,1032,3,39.34,0,0
2012,2,25,5,-19,-4,1032,3,44.26,0,0
2012,2,25,6,-19,-6,1033,3,48.28,0,0
2012,2,25,7,-18,-7,1033,3,52.3,0,0
2012,2,25,8,-18,-4,1034,3,56.32,0,0
2012,2,25,9,-18,-2,1034,3,60.34,0,0
2012,2,25,10,-18,-1,1033,3,64.36,0,0
2012,2,25,11,-21,0,1033,3,68.38,0,0
2012,2,25,12,-21,1,1032,3,72.4,0,0
2012,2,25,13,-21,3,1031,3,76.42,0,0
2012,2,25,14,-21,3,1030,3,79.55,0,0
2012,2,25,15,-21,2,1029,3,81.34,0,0
2012,2,25,16,-21,3,1029,2,1.79,0,0
2012,2,25,17,-21,2,1028,2,3.58,0,0
2012,2,25,18,-21,0,1029,1,0.45,0,0
2012,2,25,19,-19,2,1029,4,3.13,0,0
2012,2,25,20,-19,1,1030,4,6.26,0,0
2012,2,25,21,-17,0,1029,4,8.05,0,0
2012,2,25,22,-19,1,1030,4,11.18,0,0
2012,2,25,23,-20,0,1030,4,14.31,0,0
2012,2,26,0,-17,-1,1030,4,15.2,0,0
2012,2,26,1,-18,-5,1030,3,0.89,0,0
2012,2,26,2,-16,-5,1030,3,4.02,0,0
2012,2,26,3,-17,-6,1030,3,7.15,0,0
2012,2,26,4,-16,-7,1030,3,8.94,0,0
2012,2,26,5,-16,-7,1030,3,12.07,0,0
2012,2,26,6,-16,-5,1030,2,1.79,0,0
2012,2,26,7,-17,-4,1030,2,4.92,0,0
