climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa
-122.0,6.0,-0.29,0.01,0.5,-9.0,-7.0,-0.018,2.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-128.0,5.0,-0.33,0.02,0.5,-10.0,-3.0,-0.018,1.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-130.0,5.0,-0.36,0.06,0.4,-10.0,-2.0,-0.017,0.4,-0.0007,-0.0009,-0.0009,-0.0009,0.0002,0.0,0.0001,0.0,-0.0009
-132.0,4.0,-0.39,0.14,0.3,-10.0,-3.0,-0.014,-1.0,-0.0005,-0.0007,-0.0007,-0.0009,0.0002,0.0,0.0002,0.0,-0.0009
-298.0,-5.0,-0.08,0.11,-0.3,-10.0,-9.0,0.016,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-351.0,-10.0,0.1,0.0,-0.3,-10.0,0.0,0.018,1.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-348.0,-15.0,0.19,0.11,-0.2,-10.0,-3.0,0.002,-1.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006
-368.0,-17.0,0.19,0.1,0.0,-10.0,-7.0,-0.002,-0.7,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0001,0.0,-0.0006
-381.0,-18.0,0.19,0.16,0.0,-10.0,-8.0,-0.003,-0.7,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
-424.0,-21.0,0.15,0.14,0.1,-10.0,-14.0,-0.012,-1.2,-0.0009,-0.0009,-0.0009,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008
-469.0,-34.0,-0.16,0.04,0.1,-10.0,3.0,-0.021,-0.9,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
-309.0,-45.0,-0.39,-0.07,-0.4,-10.0,16.0,-0.013,-1.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-281.0,-46.0,-0.41,-0.08,-0.5,-10.0,14.0,-0.012,-0.9,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-169.0,-49.0,-0.44,-0.05,-0.8,-11.0,14.0,0.0,-0.8,-0.0005,-0.0006,-0.0006,-0.0007,0.0,0.0,0.0001,0.0,-0.0007
314.0,-46.0,-0.12,-0.15,-1.6,-11.0,21.0,0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
792.0,-14.0,0.13,-0.07,-1.5,-11.0,12.0,0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
767.0,18.0,0.22,0.25,-1.1,-11.0,-22.0,0.004,-1.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
199.0,52.0,0.51,0.15,0.6,-9.0,-13.0,0.003,-0.3,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005
174.0,53.0,0.51,0.16,0.7,-9.0,-14.0,-0.002,-0.4,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005
-400.0,43.0,-0.41,0.14,0.9,-9.0,-13.0,-0.016,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-493.0,36.0,-0.52,0.03,0.4,-10.0,-4.0,-0.009,1.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-377.0,9.0,-0.47,0.01,-1.6,-12.0,5.0,0.005,0.0,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
-267.0,-13.0,0.15,0.04,-2.3,-12.0,2.0,0.015,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-94.0,-21.0,0.51,-0.04,-1.5,-11.0,9.0,0.013,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-42.0,-22.0,0.58,-0.03,-1.2,-11.0,8.0,0.009,-0.3,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-0.0002,0.0,-0.0005
-3.0,-22.0,0.57,0.11,-0.8,-11.0,4.0,-0.009,-1.5,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0002,0.0,-0.0007
47.0,-21.0,-0.26,0.03,0.2,-10.0,1.0,-0.013,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-20.0,-20.0,-0.39,0.05,-1.1,-11.0,-3.0,0.005,0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0001,0.0,-0.0006
-87.0,-21.0,-0.19,0.09,-1.6,-11.0,-6.0,0.011,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-114.0,-22.0,-0.09,-0.13,-1.7,-12.0,2.0,0.015,3.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
125.0,-22.0,0.36,-0.04,-1.3,-11.0,9.0,0.016,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
23.0,-13.0,0.01,0.08,-0.2,-10.0,-5.0,-0.011,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
63.0,-11.0,-0.28,0.02,-0.7,-11.0,2.0,-0.007,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
77.0,-11.0,-0.31,0.09,-0.9,-11.0,2.0,-0.003,-0.5,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
77.0,-11.0,-0.3,0.09,-0.9,-11.0,-2.0,0.004,-1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006
-45.0,-9.0,0.47,0.07,-0.6,-10.0,-4.0,0.016,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-58.0,-10.0,0.53,0.08,-0.4,-10.0,-4.0,0.013,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
-215.0,-14.0,0.4,0.07,1.0,-9.0,-11.0,-0.02,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-271.0,-26.0,-0.28,0.04,1.2,-9.0,-2.0,-0.025,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-200.0,-32.0,-0.54,-0.08,0.6,-9.0,16.0,-0.015,0.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-80.0,-36.0,-0.5,-0.01,-0.4,-10.0,7.0,0.004,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-33.0,-36.0,-0.44,-0.13,-0.7,-11.0,8.0,0.009,1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
46.0,-36.0,-0.38,-0.15,-1.0,-11.0,14.0,0.015,0.3,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005
478.0,-25.0,0.18,-0.1,-1.2,-11.0,16.0,0.021,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
590.0,-11.0,0.43,0.12,-0.8,-11.0,-9.0,0.015,-1.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
268.0,16.0,0.24,0.13,0.8,-9.0,-12.0,-0.012,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-112.0,21.0,-0.35,0.15,0.6,-9.0,-14.0,-0.02,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-189.0,19.0,-0.43,0.12,0.4,-10.0,-13.0,-0.007,0.4,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
-150.0,3.0,0.28,0.02,-0.1,-10.0,2.0,0.014,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004
-166.0,-4.0,0.33,0.05,0.8,-9.0,-3.0,-0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006
-48.0,-16.0,-0.39,0.03,1.2,-9.0,0.0,-0.016,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-58.0,-17.0,-0.42,0.03,0.6,-9.0,-3.0,0.006,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-42.0,-18.0,-0.21,0.02,0.1,-10.0,3.0,0.016,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004
152.0,-17.0,0.24,-0.05,0.2,-10.0,9.0,0.016,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
191.0,-11.0,0.33,0.03,0.7,-9.0,-3.0,-0.002,0.7,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
67.0,-5.0,-0.07,0.09,1.1,-9.0,-7.0,-0.018,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-111.0,-15.0,0.13,0.04,0.0,-10.0,-2.0,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
115.0,-10.0,-0.42,0.03,0.2,-10.0,1.0,-0.009,0.0,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008
113.0,-4.0,-0.2,0.05,-0.9,-11.0,-2.0,0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
103.0,-2.0,-0.13,0.16,-1.0,-11.0,-5.0,0.009,-1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-160.0,-3.0,0.17,0.16,-1.0,-11.0,-13.0,0.012,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-214.0,-10.0,0.38,-0.05,-0.4,-10.0,6.0,0.008,0.8,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0.0,-0.0002,0.0,-0.0005
-192.0,-15.0,0.18,0.03,0.1,-10.0,-2.0,-0.019,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
136.0,-18.0,-0.38,-0.07,-0.4,-10.0,11.0,-0.014,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
194.0,-7.0,-0.23,0.05,-1.7,-12.0,-1.0,0.012,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-159.0,-4.0,0.42,0.15,-1.3,-11.0,-12.0,0.014,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004
-392.0,-16.0,0.24,0.1,-0.3,-10.0,-5.0,-0.015,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-430.0,-23.0,0.11,-0.02,-0.2,-10.0,1.0,-0.014,1.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-73.0,-47.0,-0.3,-0.04,-0.8,-11.0,8.0,-0.006,0.0,-0.0005,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008
-57.0,-47.0,-0.3,-0.06,-0.8,-11.0,8.0,0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
302.0,-38.0,0.43,-0.04,-0.6,-10.0,8.0,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
363.0,-32.0,0.56,0.06,0.0,-10.0,1.0,0.012,-1.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
358.0,-27.0,0.61,0.25,0.5,-9.0,-5.0,-0.005,-2.7,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0003,0.0,-0.0006
339.0,-26.0,0.58,0.31,0.6,-9.0,-13.0,-0.015,-4.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
160.0,-22.0,0.37,0.01,1.1,-9.0,-9.0,-0.029,3.4,-0.0013,-0.001,-0.001,-0.001,-0.0004,0.0,0.0,0.0,-0.001
106.0,-18.0,-0.46,0.05,1.1,-9.0,-1.0,-0.041,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
20.0,-16.0,-0.83,0.09,-0.3,-10.0,-8.0,-0.012,0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-14.0,-16.0,-0.85,-0.15,-0.9,-11.0,3.0,0.004,4.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
28.0,-16.0,-0.83,-0.06,-1.3,-11.0,13.0,0.005,1.0,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
70.0,-16.0,-0.77,0.06,-1.6,-11.0,7.0,0.019,-2.4,-0.0003,-0.0003,-0.0003,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005
314.0,-2.0,0.54,0.06,-1.9,-12.0,4.0,0.016,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
-26.0,9.0,0.58,0.18,-0.1,-10.0,-17.0,-0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006
-442.0,4.0,0.31,0.3,0.7,-9.0,-37.0,-0.022,1.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-619.0,-16.0,0.01,0.06,1.0,-9.0,8.0,-0.017,-3.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-500.0,-30.0,-0.21,-0.07,0.8,-9.0,14.0,-0.014,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008
-360.0,-43.0,-0.21,-0.02,0.4,-10.0,5.0,0.003,0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
-229.0,-51.0,-0.07,-0.08,0.2,-10.0,15.0,0.011,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
11.0,-55.0,0.34,-0.05,0.5,-9.0,9.0,0.016,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-124.0,-54.0,-0.31,0.14,1.0,-9.0,-12.0,-0.038,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-221.0,-58.0,-0.72,0.07,0.4,-10.0,-3.0,-0.032,0.5,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012
-226.0,-59.0,-0.78,0.09,0.2,-10.0,-4.0,-0.031,-0.4,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0.0,0.0001,0.0,-0.0012
-265.0,-63.0,-0.77,0.0,-0.7,-11.0,-2.0,0.016,1.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-260.0,-65.0,-0.7,0.04,-1.0,-11.0,2.0,0.016,0.2,-0.0003,-0.0004,-0.0004,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005
175.0,-68.0,0.43,-0.07,-1.5,-11.0,12.0,0.029,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
137.0,-60.0,0.72,0.12,-0.3,-10.0,-16.0,0.003,1.5,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,-0.0001,0.0,-0.0005
-58.0,-59.0,0.56,0.19,0.6,-9.0,-21.0,-0.018,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-248.0,-63.0,0.23,0.1,1.2,-9.0,-7.0,-0.028,0.1,-0.0011,-0.0011,-0.0011,-0.001,-0.0002,0.0,-0.0002,0.0,-0.001
-299.0,-66.0,0.02,0.22,1.3,-9.0,-12.0,-0.037,-1.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-433.0,-75.0,-0.39,-0.07,1.0,-9.0,6.0,-0.022,1.9,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-418.0,-77.0,-0.43,-0.02,0.9,-9.0,7.0,-0.022,0.4,-0.0008,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
-371.0,-86.0,-0.51,-0.02,0.2,-10.0,2.0,0.003,0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006
-314.0,-92.0,-0.39,-0.03,-0.3,-10.0,8.0,0.014,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-48.0,-97.0,-0.15,-0.15,-0.8,-11.0,28.0,0.015,-1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
341.0,-91.0,0.3,-0.1,-0.6,-11.0,16.0,0.02,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
377.0,-76.0,0.29,0.08,0.3,-10.0,-4.0,-0.01,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
270.0,-70.0,0.2,0.23,0.5,-9.0,-20.0,-0.008,-1.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-85.0,-67.0,-0.13,0.21,0.7,-9.0,-22.0,-0.022,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-143.0,-72.0,-0.34,0.03,0.2,-10.0,7.0,-0.009,-2.1,-0.0005,-0.0007,-0.0007,-0.0008,0.0002,0.0,0.0001,0.0,-0.0008
272.0,-70.0,0.2,-0.09,-0.2,-10.0,14.0,0.015,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
360.0,-57.0,0.44,0.04,0.6,-9.0,1.0,0.009,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
59.0,-32.0,-0.21,0.08,1.9,-8.0,-7.0,-0.013,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
87.0,-31.0,-0.33,-0.02,1.5,-9.0,10.0,-0.006,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
338.0,-12.0,-0.03,-0.02,0.4,-10.0,5.0,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
327.0,7.0,0.18,0.05,0.6,-9.0,-3.0,0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
271.0,12.0,0.23,0.25,0.8,-9.0,-17.0,0.004,-3.1,-0.0007,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,0.0,-0.0005
35.0,15.0,0.03,0.24,1.0,-9.0,-23.0,-0.024,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-203.0,8.0,-0.62,0.06,0.1,-10.0,-3.0,-0.018,0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
-207.0,7.0,-0.66,0.06,-0.1,-10.0,-3.0,-0.018,-0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001
-216.0,6.0,-0.7,0.04,-0.4,-10.0,-3.0,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008
-181.0,-4.0,-0.57,0.03,-2.1,-12.0,3.0,0.008,0.2,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0002,0.0,-0.0007
125.0,-7.0,0.4,-0.04,-2.4,-12.0,10.0,0.027,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
179.0,-4.0,0.54,0.11,-1.8,-12.0,-7.0,0.002,-1.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
153.0,-2.0,0.54,0.14,-1.5,-11.0,-4.0,-0.003,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-57.0,0.0,0.38,0.23,-0.8,-11.0,-23.0,-0.02,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
-353.0,-7.0,0.38,0.18,-0.2,-10.0,-15.0,0.006,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-482.0,-27.0,0.44,0.1,1.0,-9.0,-4.0,-0.013,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-510.0,-38.0,0.27,0.03,1.5,-9.0,3.0,-0.013,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-470.0,-47.0,0.16,-0.17,1.7,-8.0,14.0,-0.012,2.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-104.0,-62.0,-0.48,-0.07,1.2,-9.0,10.0,-0.018,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-84.0,-63.0,-0.51,-0.07,1.1,-9.0,10.0,-0.017,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009
446.0,-48.0,-0.09,-0.07,-0.7,-11.0,11.0,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005
505.0,-32.0,0.25,0.04,-0.5,-10.0,1.0,0.016,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004
-68.0,-12.0,-0.45,0.18,-0.6,-11.0,-16.0,-0.019,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-174.0,-13.0,-0.58,-0.05,-1.0,-11.0,-8.0,-0.011,3.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-43.0,-17.0,-0.37,-0.07,-1.9,-12.0,15.0,0.024,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
303.0,-14.0,0.15,-0.14,-2.1,-12.0,22.0,0.03,-0.6,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
441.0,-2.0,0.55,0.31,-1.5,-11.0,-22.0,0.019,-3.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
393.0,0.0,0.59,0.22,-1.4,-11.0,-25.0,0.019,-0.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
137.0,6.0,0.57,0.22,-0.5,-10.0,-20.0,-0.011,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
24.0,7.0,0.5,0.21,-0.2,-10.0,-20.0,-0.015,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-224.0,3.0,0.15,0.1,0.6,-9.0,-10.0,-0.018,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-191.0,-11.0,-0.51,0.01,0.1,-10.0,3.0,-0.019,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
157.0,-14.0,-0.28,-0.32,-1.1,-11.0,32.0,0.025,1.0,-0.0002,-0.0002,-0.0002,-0.0003,0.0,0.0,0.0,0.0,-0.0003
701.0,-2.0,0.16,-0.27,-1.2,-11.0,31.0,0.026,0.6,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002
838.0,25.0,0.44,0.38,-0.6,-10.0,-32.0,0.005,-2.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
772.0,28.0,0.45,0.32,-0.5,-10.0,-34.0,0.005,-0.7,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005
251.0,43.0,0.15,0.31,0.3,-10.0,-32.0,-0.027,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-352.0,32.0,-0.4,0.1,-1.4,-11.0,-9.0,0.015,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-350.0,23.0,-0.19,0.02,-1.8,-12.0,9.0,0.015,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-235.0,15.0,0.15,-0.01,-1.8,-12.0,7.0,0.019,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
-141.0,9.0,0.36,0.01,-1.3,-11.0,4.0,0.009,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005
161.0,9.0,0.32,-0.08,-0.3,-10.0,13.0,-0.007,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-385.0,6.0,-0.18,0.15,0.2,-10.0,-13.0,-0.008,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-447.0,-5.0,-0.23,-0.08,-0.2,-10.0,12.0,-0.002,1.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-423.0,-7.0,-0.24,-0.02,-0.2,-10.0,12.0,-0.002,-0.5,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
137.0,-20.0,0.2,-0.06,-0.3,-10.0,10.0,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
284.0,-5.0,0.27,0.01,0.8,-9.0,2.0,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-271.0,-8.0,-0.14,0.06,-1.3,-11.0,-2.0,0.013,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
