"state","county","community","communityname","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LemasSwornFT","LemasSwFTPerPop","LemasSwFTFieldOps","LemasSwFTFieldPerPop","LemasTotalReq","LemasTotReqPerPop","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop"
13,1,1,408,6,0,0.48,0.87,0.31,0.04,0.01,0.55,0.5,0.37,0.46,0,0,0.12,0.33,0.68,0.2,0.57,0.92,0.35,0.13,0.22,0.34,0.17,0,0.79,24,0.32,0.02,0.7,0.53,0.67,0.24,0.58,0.32,0.61,0.4,0.69,0.3,0.57,0.48,0.74,0.71,0.52,0.18,0.16,0.18,0.17,0.47,0.49,0.02,0.68,0,0,0.18,0.38,0.39,0,0.01,0.03,0.03,0.98,0.01,0.31,0.29,0.47,0.44,0.52,0.51,0.3,0.42,0.5,0.02,0.6,0.54,0.04,0.52,0.67,1,0.41,0.07,0.06,0.09,0,0.08,0.09,0.1,0.48,0.32,0.71,0,0,0.03,0.87,0.55,0.69,0.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.07,0,1,1,1,1,0,1
6,1,1,1032,6,0.09,0.23,0.1,0.59,0.91,0.3,0.19,0.54,0.26,0.29,0.11,1,0.51,0.77,0.15,0.63,0.24,0.18,0.3,0.52,0.59,0.65,0.45,0.29,0.43,37,0.43,0.04,0.15,0.22,0.21,0.66,0.14,0.81,0.77,0.38,0.2,0.7,0.69,0.67,0.74,0.74,0.35,0.59,0.62,0.75,0.53,0.6,0.61,0.02,0.21,0.1,0.66,0.67,0.71,0.74,1,0.94,0.92,0.87,0.53,0.46,0.29,0.19,0.25,0.24,0.32,0.18,0.39,0.8,0,0.08,0.83,0.22,0.06,0.09,0.56,0.06,0.11,0.91,0.96,0.98,0.75,0.72,0.87,0.7,0.47,0.7,0.22,0.07,0.01,0.69,0.32,0.26,0.31,0.37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.47,0.23,1,1,1,1,0,1
34,48,621,1600,6,0.01,0.53,0.02,0.77,0.86,0.06,0.38,0.31,0.2,0.52,0.02,1,0.94,0.61,0.4,0.82,0.55,0.13,0.37,0.97,1,1,0.43,0.28,0.69,32,0.63,0,0.07,0.11,0.12,0.91,0.11,0.46,0.28,0.77,0.06,1,0.12,0.35,0.21,0.18,0.52,0.91,0.93,1,0.69,0.17,0.19,0,0.03,0.02,0.54,0.5,0.58,0.59,0.93,0.75,0.78,0.74,0.49,0.3,0.17,0.19,0.56,0.57,0.46,0.8,0.09,0.22,0.5,0.01,0.88,0.79,0,0.56,0.17,0.02,0.34,0.83,0.98,1,0.86,0.94,1,0.95,0.59,0.49,0.56,0,0,0.72,0.23,0.81,0.73,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.24,0.68,1,1,1,1,0,1
6,1,1,211,6,0.13,0.3,0.03,0.74,0.42,0.42,0.3,0.48,0.29,0.48,0.15,1,0.4,0.57,0.19,0.46,0.41,0.32,0.4,0.42,0.47,0.49,0.45,0.2,0.34,38,0.42,0.07,0.21,0.29,0.34,0.36,0.3,0.58,0.42,0.3,0.29,0.51,0.62,0.55,0.68,0.68,0.42,0.55,0.59,0.7,0.54,0.45,0.44,0.05,0.29,0.16,0.39,0.43,0.47,0.56,0.71,0.68,0.67,0.74,0.44,0.49,0.28,0.21,0.32,0.38,0.32,0.33,0.45,0.83,0,0.1,0.83,0.32,0.09,0.24,0.29,0.09,0.33,0.69,0.71,0.74,0.62,0.59,0.71,0.6,0.61,0.63,0.19,0.03,0,0.77,0.36,0.48,0.75,0.64,4,14,32,14,3,8,14,14,60,58,5,18,32,19,5,11,78,0.05,0.45,0.18,7,8,52,3,0.56,29
36,68,295,850,6,0.02,0.35,0.11,0.9,0.03,0.03,0.35,0.47,0.28,0.51,0,0,0.22,0.4,0.05,0.46,0.57,0.39,0.66,0.28,0.25,0.24,0.22,0.23,0.77,18,0.23,0.03,0.38,0.3,0.45,0.21,0.48,0.39,0.61,0.44,0.67,0.28,0.6,0.43,0.5,0.56,0.48,0.53,0.6,0.56,0.61,0.49,0.5,0.02,0.38,0,0,0.05,0.11,0.12,0,0.01,0.01,0.01,0.93,0.05,0.2,0.17,0.36,0.51,0.22,0.53,0.07,0.54,0.5,0.03,0.82,0.46,0.32,0.61,0,0.46,0.06,0.09,0.09,0.09,0.2,0.21,0.22,0.21,0.58,0.28,0.88,0,0,0.06,0.91,0.6,0.86,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.24,0.04,1,1,1,1,0,1
34,45,93,448,6,0.01,0.38,0.24,0.68,0.4,0.08,0.36,0.55,0.35,0.33,0.02,1,0.42,0.68,0.05,0.58,0.37,0.08,0.5,0.43,0.43,0.44,0.34,0.39,0.4,33,0.38,0.01,0.12,0.2,0.24,0.42,0.22,0.7,0.25,0.37,0.23,0.55,0.4,0.49,0.5,0.47,0.44,0.75,0.8,0.9,0.6,0.37,0.48,0.01,0.27,0.01,0.31,0.42,0.56,0.55,0.23,0.27,0.33,0.29,0.74,0.14,0.16,0.14,0.34,0.46,0.29,0.35,0.12,0.75,0,0.03,0.56,0.31,0.06,0.31,0.56,0.03,0.15,0.43,0.42,0.42,0.57,0.53,0.55,0.52,0.42,0.63,0.64,0.03,0,0.31,0.44,0.38,0.46,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.19,0.13,1,1,1,1,0,1
6,1,1,1483,6,0,0.27,0.02,0.88,0.31,0.18,0.18,0.3,0.15,0.49,0.02,1,0.57,0.58,0.57,0.68,0.43,0.15,0.42,0.63,0.68,0.66,0.54,0.28,0.73,44,0.52,0,0.13,0.09,0.11,0.65,0.09,0.62,0.21,0.8,0.11,0.82,0.58,0.43,0.63,0.63,0.33,0.63,0.7,0.81,0.48,0.34,0.39,0,0.07,0.01,0.25,0.34,0.34,0.32,0.16,0.19,0.17,0.15,0.81,0.08,0.13,0.11,0.29,0.38,0.17,0.59,0.11,0.57,0,0.01,0.82,0.53,0.13,0.5,0.29,0.06,0.29,0.89,0.99,1,0.61,0.63,0.75,0.62,0.39,0.62,0.18,0,0,0.26,0.54,0.62,0.86,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.3,0.09,1,1,1,1,0,1
44,2,793,192,6,0.02,0.57,0.01,0.99,0.03,0.03,0.55,0.56,0.47,0.54,0.03,1,0.37,0.56,0.24,0.5,0.59,0.27,0.68,0.38,0.31,0.29,0.81,0.78,0.41,13,0.34,0.01,0.14,0.65,0.61,0.31,0.46,0.48,0.64,0.44,0.55,0.37,0.28,0.52,0.25,0.27,0.49,0.81,0.81,0.82,0.8,0.81,0.76,0.01,0.19,0.02,0.19,0.17,0.19,0.21,0.21,0.17,0.17,0.17,0.55,0.41,0.22,0.22,0.49,0.56,0.37,0.63,0.09,0.44,0.5,0.03,0.76,0.58,0.26,0.56,0.29,0.09,0.2,0.38,0.38,0.37,0.3,0.35,0.41,0.38,0.59,0.63,0.65,0,0,0.49,0.49,0.62,0.64,0.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.18,0.14,1,1,1,1,0,1
55,93,485,1140,6,0.02,0.49,0.01,0.96,0.05,0.06,0.4,0.49,0.29,0.24,0.03,1,0.47,0.75,0.26,0.65,0.38,0.17,0.44,0.45,0.35,0.34,0.42,0.13,0.36,27,0.31,0,0.04,0.21,0.31,0.24,0.19,0.74,0.73,0.24,0.53,0.31,0.35,0.37,0.29,0.32,0.56,0.84,0.85,0.87,0.83,0.64,0.69,0,0.09,0,0.15,0.11,0.18,0.16,0.03,0.02,0.03,0.02,0.91,0.04,0.22,0.22,0.54,0.68,0.28,0.67,0.08,0.42,0.5,0.01,0.93,0.59,0,0.29,0.69,0.06,0.15,0.19,0.16,0.14,0.43,0.41,0.46,0.4,0.28,0.34,0.4,0,0,0.08,0.86,0.67,0.83,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08,0.06,0.07,1,1,1,1,0,1
12,1,1,968,6,0.56,0.49,0.53,0.48,0.04,1,0.33,0.42,0.27,0.54,0.57,1,0.09,0.4,0.17,0.15,0.47,0.89,0.22,0.09,0.16,0.21,0.16,0.11,0.27,23,0.31,1,0.83,1,0.94,0.19,0.75,0.31,0.31,0.27,0.57,0.22,0.86,0.58,0.82,0.87,0.61,0.19,0.12,0.16,0.23,0.43,0.38,0.78,1,1,0.4,0.45,0.47,0.59,1,1,1,1,0,1,0.63,0.52,0.51,0.57,0.52,0.13,1,0.95,0,0.76,0.59,0.15,0.75,0.38,0.48,0.59,0.83,0.16,0.16,0.16,0.24,0.27,0.31,0.26,0.86,0.65,0.43,0.52,0.61,1,0.17,0.44,0.68,0.46,36,48,7,49,45,60,52,48,76,14,37,52,3,65,29,14,45,0.1,0.84,0.73,64,37,8,3,0.56,48
21,1,1,57,6,0.02,0.27,0.05,0.96,0.02,0,0.32,0.33,0.21,0.68,0.04,1,0.17,0.2,0.21,0.39,0.74,0.5,0.66,0.23,0.26,0.25,0.25,0.15,0.2,2,0.07,0.04,0.48,0.41,0.52,0.21,0.46,0.16,0.5,0.43,0.46,0.4,0.53,0.22,0.6,0.6,0.31,0.53,0.55,0.63,0.69,0.25,0.16,0.01,0.12,0,0.42,0.57,0.6,0.56,0.02,0.02,0.02,0.02,0.98,0.02,0.07,0.07,0.29,0.3,0.3,0.59,0.05,0.53,0.5,0.05,0.67,0.58,0.25,0.6,0.29,0.47,0.26,0.05,0.05,0.06,0.05,0.12,0.12,0.12,0.37,0.07,0.25,0.01,0,0.01,0.75,0.68,0.78,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.18,0.02,1,1,1,1,0,1
48,1,1,393,6,0.09,0.4,0.19,0.73,0.17,0.16,0.8,0.94,0.91,0.22,0.1,1,0.19,0.7,0.39,0.45,0.26,0.15,0.28,0.32,0.23,0.26,0.17,0.21,0.18,22,0.24,0.11,0.55,0.3,0.3,0.59,0.37,0.53,0.26,0.69,0.27,0.49,0.4,0.8,0.39,0.41,0.44,0.63,0.61,0.69,0.62,0.55,0.57,0.02,0.24,0.03,0.59,0.66,0.8,0.82,0.29,0.29,0.32,0.3,0.81,0.13,0.23,0.16,0.29,0.46,0.25,0.28,0.2,0.66,0,0.16,0.56,0.23,0.17,0.5,0.75,0.41,0.27,0.15,0.15,0.16,0.3,0.29,0.32,0.29,0.92,0.55,0.39,0,0,0.21,0.58,0.2,0.23,0.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15,0.1,0.01,1,1,1,1,0,1
34,46,267,839,6,0,0.54,0.02,0.92,0.22,0.06,0.24,0.43,0.2,0.37,0.02,1,0.69,0.88,0.23,0.63,0.3,0.1,0.34,0.66,0.55,0.53,0.64,1,0.47,38,0.78,0,0.03,0.31,0.28,0.48,0.19,0.66,0.39,0.27,0.21,0.57,0.36,0.4,0.38,0.39,0.49,0.77,0.8,0.92,0.76,0.12,0.26,0,0.14,0.01,0.24,0.34,0.43,0.41,0.2,0.25,0.29,0.26,0.71,0.12,0.21,0.21,0.5,0.56,0.28,0.77,0.06,0.5,0.5,0.01,0.87,0.71,0.15,0.47,0.56,0.02,0,0.49,0.46,0.44,0.83,0.74,0.88,0.79,0.51,0.68,0.39,0,0,0.36,0.6,0.56,0.4,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.14,0.3,1,1,1,1,0,1
6,1,1,1401,6,0.05,0.44,0.08,0.57,1,0.34,0.31,0.5,0.29,0.33,0.06,1,0.5,0.69,0.22,0.58,0.31,0.21,0.45,0.5,0.45,0.48,0.34,0.25,0.37,40,0.48,0.02,0.11,0.19,0.26,0.33,0.22,0.63,0.18,0.27,0.3,0.4,0.52,0.55,0.53,0.54,0.53,0.68,0.68,0.82,0.66,0.75,0.66,0.01,0.17,0.06,0.31,0.34,0.42,0.47,0.52,0.5,0.57,0.57,0.47,0.31,0.32,0.27,0.45,0.46,0.44,0.55,0.4,0.62,0,0.03,0.88,0.55,0.14,0.22,0.44,0.05,0.23,0.84,0.81,0.78,0.75,0.71,0.85,0.71,0.56,0.74,0.19,0,0,0.72,0.52,0.57,0.62,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.51,0.35,1,1,1,1,0,1
33,18,38,320,6,0.04,0.37,0.01,0.98,0.04,0.02,0.33,0.49,0.3,0.42,0,0,0.35,0.58,0.15,0.61,0.47,0.17,0.49,0.38,0.37,0.36,0.31,0.22,0.31,37,0.4,0.02,0.17,0.18,0.25,0.45,0.38,0.52,0.3,0.63,0.27,0.54,0.68,0.45,0.6,0.66,0.38,0.61,0.65,0.71,0.51,0.67,0.77,0.01,0.14,0.01,0.17,0.2,0.18,0.2,0.03,0.04,0.03,0.03,0.92,0.03,0.11,0.1,0.32,0.45,0.23,0.47,0.05,0.64,0,0.08,0.61,0.41,0.03,0.36,0.5,0.26,0.33,0.26,0.26,0.25,0.43,0.44,0.49,0.45,0.51,0.66,0.64,0.03,0,0.08,0.54,0.41,0.5,0.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19,0.05,0.05,1,1,1,1,0,1
42,81,48,313,6,0,0.38,0.08,0.92,0.02,0.04,0.36,0.48,0.3,0.56,0.02,1,0.2,0.46,0,0.42,0.67,0.42,0.53,0.23,0.22,0.22,0.27,0.11,0.18,24,0.19,0.01,0.28,0.42,0.68,0.1,0.31,0.5,1,0.19,1,0.12,0.62,0.42,0.54,0.6,0.44,0.5,0.5,0.37,0.59,0.87,0.78,0.01,0.38,0,1,0.9,0.73,0.7,0.05,0.03,0.02,0.02,0.95,0.04,0.2,0.17,0.38,0.47,0.27,0.6,0.07,0.46,0.5,0.01,0.81,0.55,0.92,0.72,0,0.3,1,0.1,0.09,0.08,0.16,0.2,0.22,0.2,0.55,0.43,0.47,0.05,0,0.01,0.98,0.61,0.88,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.37,0.1,1,1,1,1,0,1
9,104,345,983,6,0.06,0.44,0.03,0.96,0.06,0.04,0.32,0.42,0.26,0.46,0.08,1,0.54,0.66,0.15,0.65,0.51,0.13,0.62,0.53,0.48,0.46,0.45,0.29,0.38,39,0.5,0.02,0.08,0.21,0.3,0.37,0.33,0.6,0.55,0.36,0.32,0.46,0.37,0.44,0.41,0.4,0.49,0.77,0.76,0.78,0.7,0.5,0.6,0.01,0.13,0.02,0.2,0.22,0.23,0.23,0.07,0.07,0.07,0.06,0.88,0.04,0.19,0.18,0.47,0.51,0.32,0.77,0.04,0.39,0.5,0.07,0.75,0.73,0.18,0.55,0.33,0.04,0.13,0.48,0.44,0.42,0.62,0.65,0.78,0.69,0.48,0.58,0.57,0.03,0,0.15,0.68,0.8,0.75,0.78,3,21,33,22,3,14,19,21,65,65,2,4,2,4,4,7,36,0.06,0.18,0.16,4,4,48,2,0.58,27
6,1,1,247,6,0.03,0.49,0.04,0.61,0.22,0.69,0.33,0.49,0.29,0.46,0.05,1,0.32,0.4,0.34,0.34,0.53,0.4,0.45,0.31,0.28,0.33,0.23,0.28,0.27,24,0.25,0.04,0.35,0.49,0.53,0.19,0.38,0.5,0.08,0.2,0.28,0.25,0.59,0.47,0.64,0.64,0.62,0.61,0.57,0.58,0.53,0.47,0.37,0.03,0.4,0.05,0.33,0.48,0.52,0.6,0.58,0.73,0.73,0.77,0.36,0.67,0.68,0.55,0.54,0.42,0.72,0.46,0.62,0.66,0,0.23,0,0.54,0.05,0.15,0.88,0.19,0.23,0.25,0.26,0.26,0.45,0.54,0.58,0.56,0.74,0.86,0.28,0,0,0.74,0.33,0.25,0.41,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.13,0.16,1,1,1,1,0,1
25,44,721,186,6,0.02,0.92,0.09,0.9,0.05,0.06,0.64,0.7,0.6,0.23,0.02,0.5,0.5,0.71,0.28,0.5,0.38,0.23,0.47,0.53,0.31,0.31,0.2,0.09,0.23,16,0.12,0.01,0.11,0.16,0.28,0.34,0.38,0.46,0.3,0.53,0.31,0.44,0.57,0.73,0.27,0.42,0.63,0.79,0.82,0.81,0.85,0.49,0.59,0,0.13,0.01,0.16,0.15,0.2,0.25,0.05,0.04,0.05,0.05,0.88,0.07,0.28,0.28,0.61,0.73,0.33,0.7,0.07,0.41,0.5,0.01,0.84,0.63,0.03,0.33,0.65,0.09,0.12,0.43,0.41,0.38,0.58,0.64,0.7,0.62,0.6,0.56,0.58,0,0,0.12,0.85,0.54,0.53,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08,0.06,0.08,1,1,1,1,0,1
47,1,1,540,6,0.02,0.4,0.35,0.71,0.03,0.01,0.33,0.47,0.25,0.31,0,0,0.34,0.71,0.43,0.42,0.3,0.22,0.2,0.36,0.38,0.43,0.21,0.24,0.18,55,0.59,0.01,0.18,0.37,0.39,0.46,0.17,0.7,0.4,0.4,0.35,0.54,0.56,0.29,0.56,0.59,0.43,0.6,0.61,0.73,0.48,0.6,0.65,0.01,0.38,0,0.68,0.55,0.51,0.5,0.08,0.05,0.05,0.04,0.96,0.04,0.15,0.15,0.41,0.49,0.35,0.47,0.1,0.57,0,0.05,0.56,0.44,0.03,0.15,0.83,0.2,0.13,0.18,0.21,0.24,0.35,0.35,0.38,0.35,0.28,0.53,0.37,0,0,0.04,0.6,0.31,0.35,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.07,0.07,0.01,1,1,1,1,0,1
22,1,1,1491,6,0.02,0.57,0.21,0.82,0.04,0.04,0.48,0.42,0.27,0.32,0.04,1,0.38,0.64,0.18,0.5,0.42,0.2,0.49,0.36,0.28,0.3,0.16,0.15,0.26,51,0.42,0.02,0.26,0.23,0.32,0.37,0.32,0.47,0.26,0.44,0.21,0.55,0.36,0.31,0.45,0.42,0.56,0.71,0.71,0.78,0.62,0.42,0.47,0.01,0.16,0,0.23,0.26,0.38,0.4,0.04,0.04,0.05,0.05,0.93,0.01,0.23,0.25,0.6,0.58,0.59,0.71,0.1,0.19,0.5,0.04,0.66,0.72,0.63,0.65,0.67,0.17,0.07,0.13,0.12,0.12,0.26,0.28,0.31,0.33,0.45,0.32,0.26,0,0,0.06,0.56,0.65,0.63,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.22,0.04,1,1,1,1,0,1
6,1,1,354,6,0.02,1,0.02,0,0.11,1,0.63,0.76,0.53,0.09,0.04,1,0.18,0.64,0.21,0.02,0.19,0.95,0.11,0.12,0.02,0.06,0.17,0.11,0.2,19,0.2,0.06,0.73,1,1,0.02,0.69,0.4,0.88,0.01,1,0,0.36,0.71,0.56,0.48,1,0.47,0.42,0.47,0.5,0.03,0,0.05,0.96,0.08,0.42,0.57,0.62,0.7,1,1,1,1,0,1,1,1,1,0.96,1,0,1,0.99,0,0.01,0.91,0,0.2,0.14,0.52,0.46,0.8,0.36,0.38,0.4,0.54,0.53,0.57,0.5,0.78,0.68,0.39,0,0,1,0.3,0.35,0.74,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,0,1
23,49,556,1388,6,0.01,0.38,0.01,0.99,0.04,0.01,0.37,0.48,0.29,0.43,0,0,0.35,0.61,0.33,0.55,0.48,0.26,0.42,0.35,0.32,0.3,0.05,0,0.51,2,0.67,0.01,0.15,0.31,0.32,0.32,0.36,0.57,0.49,0.47,0.42,0.4,0.42,0.36,0.44,0.45,0.41,0.7,0.73,0.76,0.75,0.7,0.75,0,0.09,0,0.22,0.19,0.18,0.15,0.05,0.03,0.03,0.02,0.71,0.07,0.11,0.11,0.41,0.49,0.3,0.6,0.05,0.54,0.5,0.04,0.48,0.56,0.3,0.92,0.4,0.18,0.6,0.26,0.26,0.26,0.36,0.38,0.42,0.39,0.44,0.56,0.63,0,0,0.08,0.74,0.59,0.68,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11,0.03,0.05,1,1,1,1,0,1
9,104,477,1170,6,0,0.57,0.02,0.95,0.14,0.02,0.34,0.3,0.2,0.56,0.02,1,0.83,0.59,0.26,0.87,0.61,0.07,0.68,0.77,0.75,0.73,0.47,0,0.48,19,0.67,0,0.05,0.14,0.17,0.7,0.14,0.56,0.34,0.64,0.16,0.81,0.12,0.3,0.1,0.11,0.5,0.97,0.95,0.98,0.85,0.35,0.48,0,0.01,0.01,0.06,0.12,0.14,0.17,0.03,0.05,0.06,0.06,0.83,0.05,0.14,0.17,0.62,0.58,0.62,0.97,0.01,0.05,0.5,0,0.92,0.97,0.37,0.64,0.42,0.01,0.05,0.71,0.69,0.65,0.66,0.74,1,0.77,0.18,0.49,0.46,0,0,0.21,0.7,0.96,0.92,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.06,0.09,1,1,1,1,0,1
13,1,1,1029,6,0.01,0.47,0.88,0.3,0.01,0.03,0.47,0.46,0.31,0.56,0,0,0.08,0.32,0.34,0.23,0.64,1,0.43,0.09,0.15,0.3,0.11,0.12,0.13,18,0.16,0.04,0.92,0.81,0.81,0.2,0.5,0.28,0.62,0.43,0.73,0.32,0.62,0.48,0.77,0.75,0.53,0.11,0.09,0.02,0.04,0.49,0.47,0.02,0.6,0,0.11,0.65,0.62,0.52,0.01,0.04,0.03,0.03,0.96,0.02,0.39,0.34,0.46,0.41,0.55,0.38,0.28,0.5,0.5,0.03,0.62,0.42,0.3,0.59,0.5,1,0.94,0.05,0.04,0.06,0,0.05,0.08,0.1,0.67,0.43,0.6,0.01,0,0.02,0.87,0.54,0.73,0.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,0.09,0.02,1,1,1,1,0,1
13,1,1,1377,6,0.06,0.43,0.09,0.88,0.11,0.05,0.39,0.46,0.28,0.19,0.08,1,0.67,0.83,0.21,0.61,0.16,0.07,0.24,0.7,0.65,0.66,0.39,0.47,0.36,28,0.48,0.01,0.07,0.09,0.1,0.75,0.1,0.79,0.25,0.27,0.12,0.66,0.4,0.34,0.5,0.47,0.45,0.8,0.83,0.88,0.77,0.42,0.49,0.01,0.07,0.02,0.54,0.58,0.64,0.65,0.24,0.23,0.22,0.21,0.89,0.09,0.13,0.14,0.47,0.55,0.3,0.67,0.05,0.34,0.5,0.11,0.56,0.62,0.01,0.48,0.88,0.07,0.07,0.33,0.35,0.39,0.52,0.46,0.51,0.49,0.38,0.59,0.33,0,0,0.18,0.25,0.34,0.17,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09,0.12,0.11,1,1,1,1,0,1
25,58,315,1065,6,0.14,0.4,0.08,0.81,0.02,0.12,0.4,0.48,0.32,0.57,0.16,1,0.18,0.32,0.12,0.36,0.65,0.84,0.53,0.21,0.2,0.2,0.23,0.14,0.18,24,0.18,0.15,0.44,1,0.9,0.14,0.84,0.29,0.65,0.34,0.78,0.21,0.49,0.48,0.55,0.55,0.47,0.39,0.44,0.39,0.44,0.46,0.46,0.09,0.42,0.14,0.17,0.22,0.26,0.29,0.26,0.28,0.3,0.31,0.31,0.67,0.23,0.21,0.41,0.5,0.39,0.31,0.13,0.53,0.5,0.16,0.72,0.3,0.64,0.54,0,0.23,0.3,0.27,0.27,0.25,0.14,0.23,0.29,0.26,0.54,0.52,0.61,0.05,0.03,0.62,0.7,0.7,0.9,0.81,6,25,30,26,8,27,36,25,49,45,42,6,2,35,7,4,56,0.06,0.41,0.19,8,5,49,2,0.61,16
47,1,1,446,6,0.02,0.27,0.01,0.98,0.07,0.01,0.34,0.44,0.28,0.58,0.03,1,0.25,0.56,0.16,0.43,0.54,0.1,0.52,0.25,0.3,0.29,0.42,0.16,0.33,2,0.19,0.01,0.19,0.3,0.41,0.24,0.26,0.53,0.4,0.32,0.38,0.37,0.58,0.24,0.64,0.64,0.28,0.61,0.62,0.8,0.54,0.55,0.68,0,0.05,0,0.1,0.07,0.26,0.51,0.01,0.01,0.03,0.05,0.95,0.03,0.07,0.07,0.29,0.31,0.28,0.55,0.05,0.55,0,0.03,0.8,0.54,0.09,0.28,0.42,0.14,0.16,0.1,0.09,0.08,0.29,0.26,0.26,0.29,0.28,0.25,0.26,0,0,0.05,0.61,0.55,0.74,0.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02,0.21,0,1,1,1,1,0,1
42,42,246,743,6,0.03,0.22,0.17,0.86,0.01,0.02,0.35,0.36,0.25,0.81,0.04,1,0.05,0,0.14,0.34,0.84,0.79,0.89,0.1,0.11,0.11,0.14,0.02,0.27,4,0.15,0.07,0.72,0.5,0.63,0.1,1,0.03,0.36,0.53,0.58,0.21,0.53,0.47,0.49,0.54,0.36,0.35,0.39,0.33,0.54,0.17,0.18,0.03,0.41,0,0.03,0.07,0.13,0.11,0,0.01,0.01,0.01,0.9,0.04,0.18,0.14,0.24,0.3,0.25,0.36,0.05,0.57,0,0.11,0.38,0.35,0.07,0.68,0,0.54,0.63,0.01,0,0,0.03,0.06,0.05,0.06,0.49,0.2,0.49,0.03,0,0.04,0.97,0.79,0.93,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01,0.4,0.26,1,1,1,1,0,1
