"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed"
395,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0
395,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881
395,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194
395,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343
395,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194
395,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194
395,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194
395,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642
395,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045
395,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642
395,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642
395,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239
395,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194
396,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537
396,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985
396,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239
396,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239
396,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194
396,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194
396,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642
396,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194
396,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045
396,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194
396,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194
396,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836
396,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985
396,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239
396,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284
396,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478
396,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478
396,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179
396,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582
396,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836
396,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045
396,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985
396,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985
396,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537
397,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836
397,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836
397,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836
397,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194
397,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642
397,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642
397,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642
397,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896
397,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045
397,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194
397,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343
397,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642
397,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045
397,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239
397,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239
397,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836
397,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239
397,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194
397,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642
397,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836
397,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642
397,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642
397,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194
397,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896
398,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343
398,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0
398,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343
398,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343
398,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896
398,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0
398,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0
398,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0
398,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0
398,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0
398,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045
398,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537
398,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0
398,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0
398,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045
398,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642
398,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836
398,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925
398,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627
398,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224
398,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224
398,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179
398,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179
398,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537
399,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881
399,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284
399,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239
399,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985
399,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239
399,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239
399,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642
399,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239
399,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239
399,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194
399,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836
399,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985
399,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343
399,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0
399,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239
399,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0
399,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045
399,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896
399,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343
399,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045
399,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045
399,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045
399,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045
399,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045
400,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045
400,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045
400,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896
400,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0
400,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896
400,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896
400,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343
400,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343
400,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0
400,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343
400,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045
400,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0
400,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896
400,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194
400,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239
400,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239
400,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642
400,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194
400,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642
400,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343
400,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194
400,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343
400,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896
400,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343
401,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343
401,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045
401,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045
401,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896
401,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343
401,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194
401,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537
401,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642
401,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642
401,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239
401,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836
401,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194
401,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194
401,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642
401,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642
401,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537
401,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239
401,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642
401,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537
401,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239
401,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194
401,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045
401,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045
401,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343
402,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343
402,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896
402,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0
402,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045
402,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045
402,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045
402,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045
402,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343
402,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045
402,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045
402,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343
402,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642
402,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239
402,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642
402,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836
402,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537
402,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537
402,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239
402,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537
402,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642
402,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642
402,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343
402,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343
403,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194
403,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343
403,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0
403,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0
403,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0
403,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896
403,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985
403,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0
403,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0
403,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0
403,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642
403,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194
403,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284
403,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537
403,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537
403,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194
403,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537
403,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194
403,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194
403,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239
403,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343
403,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045
403,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194
403,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343
404,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239
404,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642
404,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0
404,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0
404,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896
404,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896
404,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0
404,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045
404,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239
404,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642
404,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239
404,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239
404,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836
404,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045
404,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642
404,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045
404,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045
404,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045
404,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045
404,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045
404,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343
404,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194
404,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343
404,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642
405,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642
405,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343
405,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343
405,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836
405,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478
405,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836
405,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836
405,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537
405,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537
405,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239
405,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239
405,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239
405,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284
405,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284
405,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985
405,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985
405,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0
405,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343
405,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642
405,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045
405,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0
405,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896
405,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0
405,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0
406,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896
406,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896
406,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896
406,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896
406,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896
406,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239
406,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194
406,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642
406,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642
406,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642
406,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343
406,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045
406,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343
406,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896
406,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896
406,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343
406,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537
406,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194
406,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343
406,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0
406,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0
406,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896
406,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0
406,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896
407,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343
407,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343
407,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194
407,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239
407,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239
407,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642
407,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343
407,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343
407,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343
407,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045
407,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045
407,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045
407,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642
407,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836
407,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537
407,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985
407,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179
407,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627
407,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567
407,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522
407,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522
407,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418
407,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881
407,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925
408,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881
408,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627
408,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821
408,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866
408,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164
408,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881
408,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881
408,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194
408,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537
408,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985
408,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582
408,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985
408,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418
408,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478
408,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224
408,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522
408,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627
408,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179
408,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627
408,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836
408,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284
408,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985
408,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642
408,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239
409,1,1,2,0,0,1,1,1,0.14,0.1364,0.46,0.2239
409,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239
409,1,1,2,2,0,1,1,1,0.14,0.1364,0.46,0.194
409,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045
409,1,1,2,4,0,1,1,1,0.12,0.1667,0.54,0.0896
409,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343
409,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239
409,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194
409,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343
409,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194
409,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343
409,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.194
409,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284
409,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239
409,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045
409,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343
409,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194
409,1,1,2,17,0,1,1,1,0.36,0.3485,0.23,0.194
409,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537
409,1,1,2,19,0,1,1,1,0.34,0.3333,0.25,0.1343
409,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642
409,1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343
409,1,1,2,22,0,1,1,1,0.26,0.2727,0.56,0.1045
409,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0
410,1,1,2,0,0,2,1,2,0.26,0.303,0.6,0
410,1,1,2,1,0,2,1,2,0.26,0.303,0.56,0
410,1,1,2,2,0,2,1,2,0.28,0.3182,0.41,0
410,1,1,2,3,0,2,1,2,0.26,0.303,0.52,0
410,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045
410,1,1,2,5,0,2,1,2,0.26,0.2727,0.65,0.1045
410,1,1,2,6,0,2,1,2,0.26,0.303,0.56,0
410,1,1,2,7,0,2,1,2,0.24,0.2576,0.6,0.0896
410,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0
410,1,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896
410,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343
410,1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642
410,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239
410,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537
410,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239
410,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478
410,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985
410,1,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582
410,1,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985
410,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642
410,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343
410,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045
410,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045
410,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896
411,1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0
411,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,0
411,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0
411,1,1,2,3,0,3,1,1,0.28,0.3182,0.75,0
411,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045
411,1,1,2,5,0,3,1,1,0.28,0.2879,0.7,0.1045
411,1,1,2,6,0,3,1,1,0.3,0.303,0.61,0.1343
411,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194
411,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582
411,1,1,2,9,0,3,1,1,0.32,0.303,0.61,0.3284
411,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985
411,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,0.2836
411,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881
411,1,1,2,13,0,3,1,1,0.4,0.4091,0.43,0.2836
411,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582
411,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,0.2239
411,1,1,2,16,0,3,1,1,0.42,0.4242,0.38,0.194
411,1,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194
411,1,1,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239
411,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642
411,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642
