"holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","weather_description","date_time"
8,276.01,0,0,90,7,12,19035
8,276.01,0,0,90,3,10,19035
8,275.41,0,0,90,2,18,19036
8,275.04,0,0,90,2,18,19037
8,274.86,0,0,90,2,18,19038
8,274.51,0,0,90,9,15,19039
8,273.84,0,0,90,2,18,19040
8,273.46,0,0,90,2,18,19041
8,273.3,0,0,90,9,15,19042
8,273.08,0,0,90,9,15,19043
8,273.57,0,0,90,9,15,19044
8,273.57,0,0,90,6,16,19044
8,273.65,0,0,90,9,15,19045
8,273.65,0,0,90,6,16,19045
8,274.93,0,0,90,9,15,19046
8,274.93,0,0,90,6,16,19046
8,274.93,0,0,90,7,12,19046
8,274.93,0,0,90,3,10,19046
8,275.65,0,0,90,9,15,19047
8,276.86,0,0,90,7,12,19048
8,276.86,0,0,90,3,10,19048
8,277.58,0,0,90,7,12,19049
8,277.58,0,0,90,3,10,19049
8,277.93,0,0,90,3,10,19050
8,278.44,0,0,90,7,12,19051
8,278.51,0,0,90,7,12,19052
8,277.41,0.3,0,90,7,17,19053
8,277.41,0.3,0,90,3,10,19053
8,276.79,0,0,90,7,12,19054
8,276.79,0,0,90,3,2,19054
8,276.79,0,0,90,6,16,19054
8,276.45,0,0,90,3,10,19055
8,276.45,0,0,90,7,12,19055
8,276.08,0,0,90,7,12,19056
8,276.08,0,0,90,3,10,19056
8,275.72,0,0,90,7,12,19057
8,275.72,0,0,90,3,10,19057
8,274.76,0,0,90,9,15,19058
8,274.32,0,0,90,2,18,19059
8,273.49,0,0,1,1,26,19060
8,272.6,0,0,1,1,26,19061
8,272.21,0,0,90,2,18,19062
8,272.49,0,0,90,2,18,19063
8,272.62,0,0,90,9,15,19064
8,272.62,0,0,90,9,15,19065
8,272.08,0,0,90,9,15,19066
8,272.55,0,0,90,5,6,19067
8,272.55,0,0,90,9,30,19067
8,272.37,0,0,90,9,15,19068
8,272.75,0,0,75,9,15,19069
8,273.53,0.9,0,90,7,12,19070
8,273.53,0.9,0,90,9,15,19070
8,273.86,0,0,75,9,30,19071
8,273.86,0,0,75,7,19,19071
8,273.86,0,0,75,5,6,19071
8,274.36,0,0,75,2,1,19072
8,274.21,0,0,40,2,23,19073
8,273.38,0,0,40,2,23,19074
8,272.48,0,0,1,1,26,19075
8,271.42,0,0,40,2,23,19076
8,270.6,0,0,1,1,26,19077
8,269.44,0,0,1,1,26,19078
8,268.81,0,0,1,1,26,19079
8,267.79,0,0,1,1,26,19080
8,267.2,0,0,1,1,26,19081
8,266.63,0,0,1,1,26,19082
8,265.65,0,0,1,1,26,19083
8,264.95,0,0,1,1,26,19084
8,264.62,0,0,40,2,23,19085
8,265.18,0,0,1,1,26,19086
8,268.81,0,0,1,1,26,19087
8,270.15,0,0,1,1,26,19088
8,271.41,0,0,1,1,26,19089
8,272.9,0,0,75,2,1,19090
8,274.44,0,0,1,1,26,19091
8,275.9,0,0,1,1,26,19092
8,277.01,0,0,1,1,26,19093
8,277.79,0,0,1,1,26,19094
8,278.3,0,0,1,1,26,19095
8,277.74,0,0,1,1,26,19096
8,277.28,0,0,1,1,26,19097
8,276.58,0,0,1,1,26,19098
8,276.28,0,0,1,1,26,19099
8,275.79,0,0,1,1,26,19100
8,275.79,0,0,1,1,26,19101
8,276.15,0,0,75,2,1,19102
8,276.02,0,0,1,1,26,19103
8,275.96,0,0,1,1,26,19104
8,275.55,0,0,75,2,1,19105
8,275.86,0,0,75,2,1,19106
8,279.21,0,0,75,2,1,19107
8,280.88,0,0,1,1,26,19108
8,283.14,0,0,40,2,23,19109
8,285.19,0,0,1,1,26,19110
8,287.15,0,0,1,1,26,19111
8,286.69,0,0,75,2,1,19112
8,284.8,0,0,40,2,23,19113
8,284.07,0,0,40,2,23,19114
8,281.59,0,0,1,1,26,19115
8,277.59,0,0,1,1,26,19116
8,276.22,0,0,1,1,26,19117
8,275.36,0,0,1,1,26,19118
8,274.48,0,0,40,2,23,19119
8,274.02,0,0,1,1,26,19120
8,273.51,0,0,90,2,18,19121
8,273.29,0,0,90,9,15,19122
8,272.62,0,0,40,2,23,19123
8,272.71,0,0,75,2,1,19124
8,273.22,0,0,75,2,1,19125
8,273.95,0,0,90,2,18,19126
8,275.51,0,0,40,2,23,19127
8,276.69,0,0,40,2,23,19128
8,278.75,0,0,40,2,23,19129
8,278.72,0,0,20,2,3,19130
8,276.8,0,0,5,1,26,19131
8,273.89,0,0,1,1,26,19132
8,273.35,0,0,1,1,26,19133
8,272.22,0,0,1,1,26,19134
8,271.51,0,0,1,1,26,19135
8,269.95,0,0,1,1,26,19136
8,269.21,0,0,1,1,26,19137
8,268.22,0,0,1,1,26,19138
8,267.16,0,0,1,1,26,19139
8,267.82,0,0,1,1,26,19140
8,272.58,0,0,1,1,26,19141
8,274.58,0,0,1,1,26,19142
8,277.06,0,0,5,1,26,19143
8,279.65,0,0,75,2,1,19144
8,281.22,0,0,90,2,18,19145
8,280.93,0,0,90,2,18,19146
8,280.77,0,0,90,7,12,19147
8,280.63,0,0,75,2,1,19148
8,278.23,0,0,90,2,18,19149
8,278.8,0,0,40,2,23,19150
8,278.79,0,0,40,2,23,19151
8,279.15,0,0,90,2,18,19152
8,279.87,0,0,90,2,18,19153
8,280.39,0,0,90,7,12,19154
8,280.39,0,0,90,3,2,19154
8,280.16,0,0,90,3,10,19155
8,280.16,0,0,90,7,12,19155
8,280.22,0,0,90,2,18,19156
8,279.01,0,0,1,1,26,19157
8,278.42,0,0,1,1,26,19158
8,278.65,0,0,5,1,26,19159
8,281.12,0,0,1,1,26,19160
8,283.86,0,0,5,1,26,19161
8,285.51,0,0,1,1,26,19162
8,287.29,0,0,1,1,26,19163
8,288.86,0,0,5,1,26,19164
8,291.02,0,0,5,1,26,19165
8,293.2,0,0,5,1,26,19166
8,293.54,0,0,1,1,26,19167
8,289.09,0,0,1,1,26,19168
8,286.41,0,0,1,1,26,19169
8,285.87,0,0,1,1,26,19170
8,285.21,0,0,1,1,26,19171
8,284.29,0,0,1,1,26,19172
8,283.86,0,0,1,1,26,19173
8,283.47,0,0,1,1,26,19174
8,283.36,0,0,1,1,26,19175
8,283.22,0,0,1,1,26,19176
8,283.43,0,0,1,1,26,19177
8,285.79,0,0,40,2,23,19178
8,287.47,0,0,40,2,23,19179
8,290.19,0,0,40,2,23,19180
8,291.3,0,0,40,2,23,19181
8,293.08,0,0,20,2,3,19182
8,295.58,0,0,1,1,26,19183
8,296.57,0,0,1,1,26,19184
8,296.92,0,0,1,5,6,19185
8,297.7,0,0,1,1,26,19186
8,297.48,0,0,1,1,26,19187
8,294.78,0,0,1,1,26,19188
8,293.66,0,0,1,1,26,19189
8,291.43,0,0,1,1,26,19190
8,290.45,0,0,1,1,26,19191
8,288.93,0,0,1,1,26,19192
8,287.65,0,0,1,1,26,19193
8,286.65,0,0,1,1,26,19194
8,285.79,0,0,1,1,26,19195
8,284.92,0,0,1,1,26,19196
8,284.29,0,0,1,1,26,19197
8,283.86,0,0,1,1,26,19198
8,283.38,0,0,1,1,26,19199
8,283.57,0,0,1,1,26,19200
8,287.97,0,0,1,1,26,19201
8,290.08,0,0,1,1,26,19202
8,292.88,0,0,40,2,23,19203
8,294.88,0,0,40,2,23,19204
8,296.08,0,0,1,1,26,19205
8,297.51,0,0,1,1,26,19206
8,297.54,0,0,1,1,26,19207
8,296.86,0,0,1,1,26,19208
8,295.02,0,0,75,2,1,19209
8,294.48,0,0,1,1,26,19210
8,292.93,0,0,1,1,26,19211
8,292.21,0,0,1,1,26,19212
8,291.15,0,0,1,1,26,19213
8,290.4,0,0,1,1,26,19214
8,290.36,0,0,1,1,26,19215
8,289.51,0,0,1,1,26,19216
8,289.01,0,0,1,1,26,19217
8,288.72,0,0,1,1,26,19218
8,288.21,0,0,1,1,26,19219
8,287.55,0,0,75,2,1,19220
8,288.01,0,0,90,2,18,19221
8,288.94,0,0,90,2,18,19222
8,291.43,0,0,40,2,23,19223
8,293.15,0,0,1,1,26,19224
8,296.03,0,0,40,2,23,19225
8,296.61,0,0,75,2,1,19226
8,298.01,0,0,40,2,23,19227
8,298.24,0,0,75,2,1,19228
8,298.85,0,0,40,2,23,19229
8,299.01,0,0,75,2,1,19230
8,298.78,0,0,75,2,1,19231
8,297.22,0,0,75,2,1,19232
8,293.72,0,0,1,1,26,19233
8,293.07,0,0,90,2,18,19234
8,292.87,0,0,40,2,23,19235
8,292.29,0,0,40,2,23,19236
8,291.22,0,0,1,1,26,19237
8,290.44,0,0,1,1,26,19238
8,289.93,0,0,1,1,26,19239
8,289.33,0,0,1,1,26,19240
8,288.86,0,0,1,1,26,19241
8,288.03,0,0,20,2,3,19242
8,288.72,0,0,1,1,26,19243
8,291.22,0,0,1,1,26,19244
8,292.51,0,0,1,1,26,19245
8,294.62,0,0,40,2,23,19246
8,296.08,0,0,40,2,23,19247
8,297.94,0,0,75,2,1,19248
8,298.28,0,0,90,2,18,19249
8,299.15,0,0,90,2,18,19250
8,298.65,0,0,75,2,1,19251
8,296.69,0,0,40,2,23,19252
8,293.8,0,0,1,1,26,19253
8,293.05,0,0,40,2,23,19254
8,292.29,0,0,40,2,23,19255
8,291.68,0,0,40,2,23,19256
8,291.37,0,0,40,2,23,19257
8,291.36,0,0,40,2,23,19258
8,290.94,0,0,1,1,26,19259
8,289.47,0,0,40,2,23,19260
8,288.29,0,0,1,1,26,19261
8,286.86,0,0,40,2,23,19262
8,287.82,0,0,90,2,18,19263
8,289.44,0,0,1,1,26,19264
8,292.49,0,0,40,5,6,19265
8,294,0,0,1,1,26,19266
8,295.36,0,0,40,2,23,19267
8,296.73,0,0,75,2,1,19268
8,298.01,0,0,40,2,23,19269
8,297.45,0,0,75,5,6,19270
8,296.8,0,0,90,2,18,19271
8,294.89,0,0,90,2,18,19272
8,293.45,0,0,90,7,12,19273
8,291.59,0,0,90,5,6,19274
8,290.73,0,0,90,5,6,19275
8,288.74,0,0,40,7,12,19276
8,287.51,0,0,1,7,8,19277
8,287.51,0,0,1,3,2,19277
8,284.9,0,0,75,7,17,19278
8,284.9,0,0,75,3,10,19278
8,284.09,0,0,90,7,17,19279
8,284.09,0,0,90,3,2,19279
8,283.31,0,0,90,7,12,19280
8,283.31,0,0,90,3,2,19280
8,282.24,0,0,90,7,17,19281
8,282.24,0,0,90,3,2,19281
8,281.85,0,0,90,7,17,19282
8,281.85,0,0,90,3,2,19282
8,281.85,0,0,90,7,12,19283
8,281.85,0,0,90,3,2,19283
8,282.35,0.6,0,90,7,12,19284
8,282.35,0.6,0,90,3,10,19284
8,282.35,0.6,0,90,6,16,19284
8,282.3,0,0,90,7,12,19285
8,282.3,0,0,90,3,2,19285
8,282.65,0,0,90,7,12,19286
8,282.87,0,0,90,6,16,19287
8,282.87,0,0,90,7,12,19287
8,283.3,0,0,90,3,2,19288
8,283.8,0,0,90,7,12,19289
8,283.8,0,0,90,3,10,19289
8,284.94,0,0,90,7,17,19290
8,285.23,0,0,90,7,12,19291
8,286.01,0,0,90,7,12,19292
8,286.29,0,0,90,7,12,19293
8,286.29,0,0,90,3,10,19293
8,286.58,0,0,90,7,12,19294
8,286.61,0,0,90,2,18,19295
8,286.3,0,0,90,2,18,19296
8,285.73,0,0,90,7,17,19297
8,285.46,0,0,90,2,18,19298
8,284.78,0,0,40,2,23,19299
8,284.78,0,0,40,2,23,19300
8,284.4,0,0,75,2,1,19301
8,284.29,0,0,75,2,1,19302
8,284.22,0,0,90,2,18,19303
8,284.22,0,0,90,2,18,19304
8,284.29,0,0,75,5,6,19305
8,284.29,0,0,75,6,16,19305
8,284.22,0,0,40,6,16,19306
8,283.86,0,0,75,5,6,19307
8,283.86,0,0,75,6,16,19307
8,283.79,0,0,90,5,6,19308
8,283.79,0,0,90,6,16,19308
8,283.77,0,0,90,5,6,19309
8,283.77,0,0,90,6,16,19309
8,284.08,0,0,90,5,6,19310
8,284.08,0,0,90,6,16,19310
8,284.34,0,0,90,5,6,19311
8,284.34,0,0,90,6,16,19311
8,284.93,0,0,90,5,6,19312
8,284.93,0,0,90,6,16,19312
8,286.42,0,0,90,5,6,19313
8,286.42,0,0,90,6,16,19313
8,288.02,0,0,75,5,6,19314
8,289.8,0,0,75,5,6,19315
8,290.72,0,0,40,2,23,19316
8,291.08,0,0,40,2,23,19317
8,291.28,0,0,75,7,12,19318
8,291.3,0,0,90,7,19,19319
8,289.79,0,0,75,7,19,19320
8,289.79,0,0,75,3,2,19320
8,288.48,0,0,90,7,17,19321
8,288.48,0,0,90,3,10,19321
8,286.86,0,0,75,7,17,19322
8,286.86,0,0,75,6,16,19322
8,286.36,0,0,90,7,17,19323
8,286.36,0,0,90,6,16,19323
8,286.36,0,0,90,3,2,19323
8,285.94,0,0,90,7,17,19324
8,285.94,0,0,90,6,16,19324
8,285.94,0,0,90,3,10,19324
8,285.81,0,0,90,6,16,19325
8,285.81,0,0,90,7,12,19325
8,285.81,0,0,90,3,2,19325
8,285.79,0,0,75,7,17,19326
8,285.79,0,0,75,6,16,19326
8,285.51,0,0,90,6,16,19327
8,285.51,0,0,90,7,12,19327
8,285.29,0,0,90,6,16,19328
8,285.29,0,0,90,3,2,19328
8,285.21,0,0,75,6,16,19329
8,285.21,0,0,75,7,12,19329
8,285.21,0,0,75,3,2,19329
8,284.71,0,0,90,6,16,19330
8,284.71,0,0,90,7,12,19330
8,284.71,0,0,90,3,2,19330
8,284.92,0,0,90,7,17,19331
8,284.92,0,0,90,6,16,19331
8,284.98,0,0,90,6,16,19332
8,284.98,0,0,90,7,17,19332
8,285.29,0,0,90,6,16,19333
8,285.29,0,0,90,7,17,19333
8,285.29,0,0,90,3,10,19333
8,286.22,0,0,90,7,17,19334
8,286.22,0,0,90,6,16,19334
8,286.22,0,0,90,7,17,19335
8,286.22,0,0,90,6,16,19335
8,286.22,0,0,90,3,2,19335
8,285.82,2.4,0,90,7,17,19336
8,285.82,2.4,0,90,6,16,19336
8,287.111,0,0,92,7,12,19337
8,287.111,0,0,92,7,12,19338
8,289.288,0,0,36,7,12,19339
8,289.288,0,0,36,7,12,19340
8,289.288,0,0,36,7,12,19341
8,286.924,0,0,68,7,12,19342
8,286.924,0,0,68,7,12,19343
8,286.924,0,0,68,7,12,19344
8,283.293,0,0,0,1,27,19345
8,283.293,0,0,0,1,27,19346
8,283.293,0,0,0,1,27,19347
8,279.893,0,0,24,2,3,19348
8,284.05,0,0,24,2,3,19349
8,283.35,0,0,24,2,3,19350
8,276.542,0,0,0,1,27,19351
8,276.542,0,0,0,1,27,19352
8,276.542,0,0,0,1,27,19353
8,274.954,0,0,0,1,27,19354
8,274.954,0,0,0,1,27,19355
8,279.75,0,0,0,1,27,19356
8,278.952,0,0,0,1,27,19357
8,278.952,0,0,0,1,27,19358
8,280.65,0,0,0,1,27,19359
8,284.811,0,0,0,1,27,19360
8,282.65,0,0,40,2,23,19361
8,284.32,0,0,20,2,3,19362
8,285.62,0,0,1,1,26,19363
8,287.5,0,0,1,1,26,19364
8,287.83,0,0,40,2,23,19365
8,286.6,0,0,1,1,26,19366
8,285.34,0,0,1,1,26,19367
8,282.63,0,0,1,1,26,19368
8,281.03,0,0,1,1,26,19369
8,280.33,0,0,1,1,26,19370
8,279.31,0,0,1,1,26,19371
8,278.63,0,0,1,1,26,19372
8,278.03,0,0,1,1,26,19373
8,277.86,0,0,1,1,26,19374
8,277.22,0,0,1,1,26,19375
8,277.13,0,0,1,1,26,19376
8,278.56,0,0,1,1,26,19377
8,281.1,0,0,1,1,26,19378
8,284.05,0,0,12,2,3,19379
8,287.75,0,0,1,1,26,19380
8,291.25,0,0,1,1,26,19381
8,292.34,0,0,40,2,23,19382
8,293.17,0,0,1,1,26,19383
8,293.19,0,0,75,7,12,19384
8,293.46,0,0,1,7,17,19385
8,293.26,0,0,1,1,26,19386
8,291.11,0,0,1,11,20,19387
8,290.2,0,0,1,1,26,19388
8,289.31,0,0,1,1,26,19389
8,289.33,0,0,1,1,26,19390
8,289.23,0,0,40,11,32,19391
8,288.86,0,0,40,11,20,19392
8,288.86,0,0,40,3,10,19392
8,288.35,0,0,1,11,32,19393
8,288.35,0,0,1,7,12,19393
8,288.09,0,0,1,11,20,19394
8,288.09,0,0,1,7,17,19394
8,287.62,0,0,40,7,17,19395
8,287.3,0,0,1,11,20,19396
8,287.3,0,0,1,7,12,19396
8,287.3,0,0,1,3,10,19396
8,285.97,0.64,0,90,7,12,19397
8,285.97,0.64,0,90,11,20,19397
8,285.57,1.02,0,90,7,17,19398
8,285.57,1.02,0,90,11,20,19398
8,284.58,1.6,0,90,7,17,19399
8,284.58,1.6,0,90,11,20,19399
8,284.58,1.6,0,90,6,16,19399
8,284.34,4.06,0,90,7,8,19400
8,284.34,4.06,0,90,11,36,19400
8,284.34,4.06,0,90,6,16,19400
8,284.55,5.21,0,90,7,8,19401
8,284.55,5.21,0,90,11,20,19401
8,284.55,5.21,0,90,6,16,19401
8,284.35,1.02,0,90,7,8,19402
8,284.35,1.02,0,90,6,16,19402
8,284.35,1.02,0,90,11,20,19402
8,284.35,1.02,0,90,3,10,19402
8,284.58,1.02,0,90,7,8,19403
8,284.58,1.02,0,90,6,16,19403
8,284.58,1.02,0,90,3,2,19403
8,285.88,0,0,75,7,12,19404
8,285.88,0,0,75,6,16,19404
8,286.28,0,0,75,6,16,19405
8,286.28,0,0,75,5,6,19405
8,286.28,0,0,75,7,12,19405
8,286.36,0,0,90,7,17,19406
8,286.36,0,0,90,6,16,19406
8,286.36,0,0,90,3,10,19406
8,286.46,0.51,0,90,7,17,19407
8,286.46,0.51,0,90,6,16,19407
8,286.58,0,0,90,6,16,19408
8,286.58,0,0,90,3,10,19408
8,286.58,0,0,90,5,6,19408
8,286.58,0,0,90,7,12,19408
8,286.19,0,0,90,6,16,19409
8,286.19,0,0,90,7,12,19409
8,286.19,0,0,90,5,6,19409
8,285.29,1.02,0,90,7,17,19410
8,285.29,1.02,0,90,6,16,19410
8,285.29,1.02,0,90,11,20,19410
8,285.29,1.02,0,90,3,2,19410
8,284.99,1.91,0,90,7,17,19411
8,284.99,1.91,0,90,11,34,19411
8,284.79,1.4,0,75,7,17,19412
8,284.79,1.4,0,75,6,16,19412
8,284.79,1.4,0,75,11,20,19412
8,284.49,0.38,0,90,7,12,19413
8,284.49,0.38,0,90,6,16,19413
8,284.49,0.38,0,90,3,2,19413
8,284.47,0.25,0,90,7,17,19414
8,284.47,0.25,0,90,6,16,19414
8,284.47,0.25,0,90,3,10,19414
8,284.53,3.41,0,90,7,17,19415
8,284.53,3.41,0,90,6,16,19415
8,284.71,0,0,90,7,12,19416
8,284.71,0,0,90,6,16,19416
8,284.71,0,0,90,3,10,19416
8,284.65,0,0,90,7,12,19417
8,284.65,0,0,90,6,16,19417
8,284.65,0,0,90,3,10,19417
8,284.41,0.51,0,40,7,12,19418
8,284.41,0.51,0,40,6,16,19418
8,284.41,0.51,0,40,3,2,19418
8,284.14,0,0,40,7,12,19419
8,284.14,0,0,40,6,16,19419
8,284.14,0,0,40,3,2,19419
8,283.78,0,0,90,6,16,19420
8,283.78,0,0,90,3,2,19420
8,283.52,1.52,0,90,7,17,19421
8,283.52,1.52,0,90,6,16,19421
8,283.52,1.52,0,90,11,20,19421
8,283.59,4.7,0,90,7,8,19422
8,283.59,4.7,0,90,11,20,19422
8,283.59,4.7,0,90,6,16,19422
8,283.48,0.76,0,90,7,17,19423
8,283.48,0.76,0,90,6,16,19423
8,283.48,0.76,0,90,11,21,19423
8,283.48,0.76,0,90,3,2,19423
8,283.78,0.25,0,90,7,8,19424
8,283.78,0.25,0,90,3,10,19424
8,283.78,0.25,0,90,6,16,19424
8,284.62,0,0,90,6,16,19425
8,284.62,0,0,90,3,10,19425
8,284.69,0,0,90,6,16,19426
8,284.69,0,0,90,5,6,19426
8,284.69,0,0,90,3,2,19426
8,284.79,0,0,90,6,16,19427
8,284.79,0,0,90,5,6,19427
8,284.79,0,0,90,7,12,19427
8,283.9,0,0,90,2,18,19428
8,283.86,0,0,90,2,18,19429
8,283.06,0,0,90,2,18,19430
8,282.43,0,0,90,2,18,19431
8,281.93,0,0,90,2,18,19432
8,281.03,0,0,90,2,18,19433
8,280.75,0,0,90,2,18,19434
8,280,0,0,90,3,10,19435
8,280,0,0,90,6,16,19435
8,279.1,0,0,90,3,10,19436
8,279.02,0,0,90,2,18,19437
8,278.47,0,0,90,2,18,19438
8,278.44,0,0,90,2,18,19439
8,277.97,0,0,90,6,16,19440
8,277.99,0,0,90,3,10,19441
8,277.99,0,0,90,6,16,19441
8,278.09,0,0,90,6,16,19442
8,278.45,0,0,90,2,18,19443
8,278.75,0,0,90,3,10,19444
8,278.75,0,0,90,6,16,19444
8,280.65,0,0,90,2,18,19445
8,281.42,0,0,90,2,18,19446
8,281.83,0,0,90,2,18,19447
8,281.29,0,0,40,2,23,19448
8,280.78,0,0,75,2,1,19449
8,279.52,0,0,40,2,23,19450
8,278.67,0,0,1,1,26,19451
8,277.95,0,0,1,1,26,19452
8,277.91,0,0,75,2,1,19453
8,277.59,0,0,1,1,26,19454
8,277.63,0,0,75,2,1,19455
8,278.6,0,0,1,1,26,19456
8,280.1,0,0,1,1,26,19457
8,282.62,0,0,1,1,26,19458
8,283.37,0,0,1,1,26,19459
8,284.61,0,0,90,7,12,19460
8,282.81,2.96,0,90,7,17,19461
8,278.47,0.54,0,90,7,12,19462
8,278.47,0.54,0,90,3,2,19462
8,278.17,0.25,0,90,7,17,19463
8,277.57,0,0,90,7,12,19464
8,277.57,0,0,90,6,16,19464
8,277.57,0,0,90,11,20,19464
8,277.9,0,0,90,3,10,19465
8,277.9,0,0,90,7,12,19465
8,278.08,0.25,0,90,7,12,19466
8,277.87,0.76,0,90,7,17,19467
8,277.11,0.51,0,90,7,12,19468
8,276.35,0.25,0,90,7,17,19469
8,276.23,0.42,0,90,7,17,19470
8,276.23,0.42,0,90,3,2,19470
8,276.39,0,0,90,7,17,19471
8,276.39,0,0,90,5,6,19471
8,276.39,0,0,90,3,10,19471
8,276.02,1.02,0,90,7,17,19472
8,276.02,1.02,0,90,3,10,19472
8,275.78,1.86,0,90,7,17,19473
8,275.78,1.86,0,90,9,15,19473
8,276.44,0.96,0,90,7,17,19474
8,276.44,0.96,0,90,3,10,19474
8,277.14,0.25,0,90,7,12,19475
8,277.14,0.25,0,90,6,16,19475
8,278.38,0,0,90,7,12,19476
8,278.38,0,0,90,3,10,19476
8,278.81,0,0,90,7,12,19477
8,279.27,0,0,90,7,17,19478
8,278.73,0.51,0,90,7,12,19479
8,278.73,0.51,0,90,3,2,19479
8,278.39,1.02,0,90,7,17,19480
8,278.39,1.02,0,90,3,2,19480
8,278.22,1.52,0,90,7,17,19481
8,278.22,1.52,0,90,6,16,19481
8,278.22,1.52,0,90,3,10,19481
8,278.32,0.25,0,90,7,17,19482
8,278.32,0.25,0,90,6,16,19482
8,277.94,1.4,0,92,7,17,19483
8,277.94,1.4,0,92,6,16,19483
8,277.94,1.4,0,92,3,2,19483
8,277.9,1.52,0,90,7,17,19484
8,277.9,1.52,0,90,6,16,19484
8,277.9,1.52,0,90,3,10,19484
8,277.76,1.09,0,90,7,17,19485
8,277.76,1.09,0,90,6,16,19485
8,277.76,1.09,0,90,3,10,19485
8,277.71,0.51,0,90,7,17,19486
8,277.71,0.51,0,90,3,2,19486
8,277.36,0.51,0,90,7,12,19487
8,277.36,0.51,0,90,3,2,19487
8,276.59,0,0,75,6,16,19488
8,275.96,0,0,1,6,16,19489
8,275.63,0,0,20,4,4,19490
8,275.63,0,0,20,6,16,19490
8,274.88,0,0,75,4,4,19491
8,274.88,0,0,75,6,16,19491
8,274.86,0,0,75,6,16,19492
8,274.86,0,0,75,4,4,19492
8,274.88,0,0,90,6,16,19493
8,274.88,0,0,90,4,4,19493
8,275.38,0,0,75,6,16,19494
8,275.38,0,0,75,4,4,19494
8,276.95,0,0,75,6,16,19495
8,278.76,0,0,75,2,1,19496
8,280.73,0,0,20,2,3,19497
8,282.08,0,0,20,2,3,19498
8,283.8,0,0,20,2,3,19499
8,284.94,0,0,1,1,26,19500
8,286.27,0,0,20,2,3,19501
8,287.05,0,0,20,2,3,19502
8,287.62,0,0,20,2,3,19503
8,288.21,0,0,20,2,3,19504
8,288.32,0,0,20,2,3,19505
8,287.77,0,0,40,2,23,19506
8,285.73,0,0,1,1,26,19507
8,283.63,0,0,1,1,26,19508
8,282.32,0,0,1,1,26,19509
8,281.95,0,0,1,1,26,19510
8,281.53,0,0,75,2,1,19511
8,281.1,0,0,75,2,1,19512
8,280.43,0,0,90,2,18,19513
8,279.31,0,0,40,2,23,19514
8,278.46,0,0,40,2,23,19515
8,277.62,0,0,20,2,3,19516
8,277.53,0,0,40,2,23,19517
8,277.81,0,0,75,2,1,19518
8,278.82,0,0,75,2,1,19519
8,280.72,0,0,90,2,18,19520
8,282.99,0,0,90,2,18,19521
8,284.82,0,0,90,2,18,19522
8,285.54,0,0,90,2,18,19523
8,286.46,0,0,90,2,18,19524
8,287.16,0,0,90,2,18,19525
8,287.34,0,0,90,2,18,19526
8,287.26,0,0,90,2,18,19527
8,287.05,0,0,90,2,18,19528
8,286.27,0,0,90,2,18,19529
8,285.28,0,0,90,2,18,19530
8,284.28,0,0,90,3,2,19531
8,283.24,0,0,90,3,2,19532
8,282.12,0,0,90,7,12,19533
8,281.38,0,0,90,7,17,19534
8,280.75,0,0,90,7,12,19535
8,280.02,0,0,90,2,18,19536
8,279.48,0,0,90,2,18,19537
8,279.02,0,0,90,2,18,19538
8,278.56,0,0,90,3,2,19539
8,278.18,0,0,90,2,18,19540
8,277.7,0,0,90,2,18,19541
8,277.72,0,0,90,2,18,19542
8,278.53,0,0,75,2,1,19543
8,280.82,0,0,75,2,1,19544
8,282.67,0,0,75,2,1,19545
8,284.8,0,0,75,2,1,19546
8,286.25,0,0,75,2,1,19547
8,287.03,0,0,75,2,1,19548
8,288.44,0,0,75,2,1,19549
8,289.21,0,0,75,2,1,19550
8,289.44,0,0,75,2,1,19551
8,289.39,0,0,75,2,1,19552
8,289.61,0,0,75,2,1,19553
8,289.18,0,0,75,2,1,19554
8,287.54,0,0,40,2,23,19555
8,285.25,0,0,20,2,3,19556
8,284.35,0,0,20,2,3,19557
8,283.23,0,0,1,1,26,19558
8,281.85,0,0,1,1,26,19559
8,279.98,0,0,1,1,26,19560
8,278.31,0,0,1,1,26,19561
8,277.04,0,0,1,1,26,19562
8,276.24,0,0,1,1,26,19563
8,275.88,0,0,1,1,26,19564
8,275.36,0,0,1,1,26,19565
8,276.62,0,0,1,1,26,19566
8,280.76,0,0,5,1,26,19567
8,284.2,0,0,1,1,26,19568
8,286.84,0,0,1,1,26,19569
8,289.02,0,0,1,1,26,19570
8,289.84,0,0,1,1,26,19571
8,290.34,0,0,20,2,3,19572
8,291.12,0,0,20,2,3,19573
8,291.64,0,0,40,2,23,19574
8,291.56,0,0,20,2,3,19575
8,291.67,0,0,20,2,3,19576
8,291.84,0,0,20,5,6,19577
8,291.17,0,0,20,2,3,19578
8,289.43,0,0,20,2,3,19579
8,286.27,0,0,20,2,3,19580
8,284.07,0,0,1,1,26,19581
8,282.82,0,0,1,1,26,19582
8,281.91,0,0,1,1,26,19583
8,281.4,0,0,1,1,26,19584
8,282.13,0,0,1,1,26,19585
8,281.82,0,0,1,1,26,19586
8,281.74,0,0,1,1,26,19587
8,281.15,0,0,1,1,26,19588
8,280.58,0,0,40,2,23,19589
8,281.26,0,0,75,2,1,19590
8,284.25,0,0,75,2,1,19591
8,286.98,0,0,75,2,1,19592
8,289.51,0,0,1,1,26,19593
8,291.27,0,0,75,2,1,19594
8,292.73,0,0,75,2,1,19595
8,293.37,0,0,75,2,1,19596
8,294.03,0,0,75,2,1,19597
