"DateTime","Temperature","Humidity","Wind Speed","general diffuse flows","diffuse flows"
42412,23.78,86.6,4.914,0.066,0.156
42413,23.83,86.6,4.918,0.073,0.137
42414,23.83,86.4,4.916,0.091,0.148
42439,23.75,86.1,4.915,0.099,0.133
42440,23.7,85.7,4.917,0.091,0.104
42441,23.83,85.1,4.916,0.059,0.089
42442,23.91,84.4,4.917,0.066,0.126
42443,24.04,84.1,4.915,0.055,0.193
42444,24.09,83.5,4.918,0.08,0.093
42445,24.14,83.2,4.916,0.051,0.137
42446,24.16,83.4,4.915,0.066,0.178
42447,24.1,83.6,4.915,0.069,0.141
42448,24.17,84.1,4.917,0.04,0.137
42449,24.09,85,4.917,0.055,0.107
42450,23.99,85.5,4.917,0.066,0.111
42451,23.9,85.9,4.917,0.077,0.104
42452,23.86,86.4,4.916,0.069,0.111
42453,23.91,86.7,4.915,0.051,0.119
42454,23.88,86.9,4.914,0.04,0.17
42455,23.84,87,4.913,0.08,0.159
42456,23.79,87,4.912,0.344,0.363
42457,23.64,87.1,4.918,1.481,1.219
42458,23.55,87.2,4.915,4.768,3.612
42459,23.59,87.2,4.916,14.28,11.3
42460,23.64,87.4,4.912,22.9,17.7
42461,23.71,87.5,4.912,34.85,29.25
42462,23.58,87.4,4.913,55.24,44.68
42463,23.41,87.4,4.917,80.2,65.73
42464,23.8,87.3,4.915,103.1,84.1
42465,23.89,86.9,4.913,106.1,88.1
42466,23.86,86.7,4.913,120.6,98.3
42467,23.8,86.5,4.913,146.5,116.5
42468,23.73,85.2,4.914,125.1,99.6
42469,23.89,84.2,4.916,131.5,100
42470,24.06,83.4,4.916,131,102.8
42471,24.13,82.8,4.915,96.8,76.1
42472,24.31,82.2,4.916,95.1,73.3
42473,24.48,81.9,4.916,121.1,95.8
42474,24.5,81.8,4.917,160.7,123.2
42475,24.47,81.8,4.916,164.2,128.5
42476,24.56,81.5,4.918,309.5,240
42477,24.76,80.8,4.916,346.4,267.5
42478,24.78,80.5,4.918,300.3,209.5
42479,24.77,80.2,4.921,407.8,261.3
42480,25.04,79.7,4.917,449.1,284.2
42349,25.23,77.4,4.917,344.2,229.1
42350,25.33,75.6,4.92,301.4,234.3
42351,25.31,76.1,4.919,204.5,160.8
42352,25.37,76.4,4.929,292,228.3
42353,25.35,76.8,4.924,324.1,252.7
42354,25.39,76.8,4.922,323,251
42355,25.47,76.3,4.924,348,268.9
42356,25.5,76,4.923,366.7,289.3
42357,25.66,75,4.923,394.1,298.6
42358,25.82,74.5,4.92,345.3,266.9
42359,25.84,74.3,4.921,360.3,276.1
42360,25.81,74.4,4.922,407.6,307.2
42361,25.92,73.9,4.92,416.2,316
42362,26.05,74,4.924,483.3,359.9
42363,26.19,73.6,4.923,453.7,339.2
42364,26.14,74,4.928,488.3,366
42365,26.23,73.5,4.924,549.3,379
42366,26.33,73.4,4.926,691.5,395
42367,26.4,72.2,4.927,551.9,379.6
42368,26.48,71.9,4.927,654.7,403.1
42369,26.65,71,4.92,518.5,380
42370,26.46,71.2,4.922,486.6,352
42371,26.39,71.7,4.922,479.9,343.9
42372,26.67,71.1,4.923,550.7,320.6
42373,26.59,70.2,4.922,520.5,341.5
42374,26.42,71.6,4.925,764,366.8
42375,26.57,70.7,4.925,701,365.4
42376,26.48,70.8,4.923,602.1,354.1
42377,26.47,70.8,4.926,698.8,348.7
42378,26.5,70.8,4.917,770,298.9
42379,26.85,70.6,4.92,763,317.4
42380,26.59,70.2,4.919,587.5,346.7
42381,26.65,69.98,4.92,527.1,345.5
42382,26.76,69.21,4.92,512.2,350.1
42383,26.53,70.4,4.918,470.9,334.8
42384,26.6,70.3,4.919,450.3,317.5
42385,26.34,71,4.926,433.3,315.9
42386,26.26,70.9,4.924,464.7,313.4
42387,26.26,71.8,4.916,476.7,307.5
42388,26.31,71.5,4.917,479,318.3
42389,26.2,72,4.926,475.1,314.2
42390,26.29,72,4.919,431.7,298.4
42391,26.35,71.6,4.92,422.6,286.4
42392,26.1,72.3,4.921,339.5,249.6
42393,26.08,73,4.918,326.1,244
42394,26.08,73.3,4.921,284.9,209.4
42395,25.9,74.1,4.919,283.3,203.7
42396,25.89,75.4,4.921,328.9,260.9
42397,25.98,75.2,4.925,338.5,294.3
42398,25.91,75,4.926,314.5,288.1
42399,25.85,74.4,4.921,282.9,262.5
42400,26,74.2,4.925,252.7,235.8
42401,25.77,75,4.923,224.9,206.7
42402,25.64,76,4.918,192.5,176.4
42403,25.44,77,4.925,146.9,128.7
42404,25.3,77,4.924,131,118.2
42405,25.27,77.2,4.919,110.3,99.5
42406,25.27,77.7,4.918,85.5,73.8
42407,25.24,78.7,4.922,77.1,61.12
42408,25.12,79.1,4.92,65.05,52.72
42415,25.09,79.5,4.921,43.05,34.18
42416,24.98,79.7,4.92,26.63,21.55
42417,24.91,80.5,4.92,13.12,10.62
42418,24.84,81.1,4.92,5.035,4.027
42419,24.69,82,4.924,1.865,1.467
42420,24.7,82.7,4.926,0.548,0.474
42421,24.7,83.2,4.919,0.11,0.13
42422,24.68,83.7,4.919,0.044,0.185
42423,24.63,84.1,4.918,0.084,0.156
42424,24.57,84.3,4.919,0.055,0.148
42425,24.56,84.6,4.919,0.084,0.126
42426,24.58,84.8,4.921,0.066,0.126
42427,24.6,85.1,4.916,0.073,0.137
42428,24.56,85.3,4.921,0.102,0.133
42429,24.48,85.7,4.92,0.062,0.141
42430,24.44,85.8,4.915,0.069,0.163
42431,24.4,85.9,4.919,0.073,0.115
42432,24.4,85.9,4.92,0.062,0.126
42433,24.41,85.9,4.913,0.059,0.148
42434,24.4,86.1,4.914,0.04,0.13
42435,24.34,86.1,4.915,0.066,0.137
42436,24.32,86.3,4.915,0.077,0.141
42437,24.32,86.6,4.919,0.062,0.141
42438,24.32,86.8,4.917,0.077,0.167
42769,24.35,87.1,4.914,0.066,0.133
42770,24.37,87.2,4.916,0.055,0.144
42771,24.33,87.3,4.918,0.062,0.144
42772,24.3,87.4,4.917,0.055,0.156
42773,24.24,87.5,4.919,0.069,0.104
42774,24.21,87.6,4.92,0.062,0.137
42775,24.22,87.5,4.914,0.077,0.144
42776,24.22,87.4,4.914,0.055,0.185
42777,24.22,87.3,4.916,0.08,0.156
42778,24.17,87.2,4.916,0.051,0.156
42779,24.14,87.1,4.917,0.069,0.156
42780,24.16,86.7,4.915,0.077,0.159
42841,24.17,86.5,4.912,0.084,0.104
42842,24.23,86.2,4.915,0.051,0.159
42843,24.25,85.9,4.917,0.04,0.167
42844,24.24,85.7,4.916,0.051,0.163
42845,24.2,85.6,4.916,0.048,0.174
42846,24.15,85.5,4.919,0.091,0.111
42871,24.15,85.2,4.915,0.069,0.13
42872,24.13,84.9,4.917,0.04,0.115
42873,24.16,84.7,4.92,0.069,0.13
42874,24.12,84.6,4.919,0.08,0.119
42875,24.13,84.5,4.917,0.055,0.13
42876,24.08,84.3,4.919,0.051,0.093
42877,24.09,83.8,4.916,0.073,0.137
42878,24.2,83.4,4.918,0.04,0.145
42879,24.23,83.2,4.918,0.059,0.141
42880,24.2,83.1,4.918,0.069,0.159
42881,24.18,83,4.916,0.059,0.144
42882,24.19,82.9,4.919,0.051,0.13
42883,24.19,82.8,4.917,0.073,0.13
42884,24.19,82.7,4.918,0.062,0.119
42885,24.15,82.7,4.915,0.055,0.115
42886,24.09,82.8,4.917,0.08,0.115
42887,24.04,82.8,4.916,0.088,0.178
42888,24.01,83,4.915,0.424,0.389
42889,24,83.2,4.916,1.598,1.271
42890,23.96,83.5,4.92,4.421,3.52
42891,23.89,83.8,4.916,11.32,9.24
42892,23.82,83.9,4.915,23.34,18.74
42893,23.81,83.9,4.914,43.42,33.72
42894,23.87,83.9,4.915,63.78,51.92
42895,23.95,83.8,4.918,92.1,77.4
42896,24.03,83.8,4.916,132.2,109.8
42897,24.13,83.8,4.916,153.7,131.1
42898,24.33,83.5,4.915,171,147.1
42899,24.43,83.7,4.915,205.2,177.9
42900,24.46,83.4,4.914,242.2,209.1
42901,24.53,82.7,4.916,219,185
42902,24.62,82.1,4.916,261.1,223.5
42903,24.73,81.5,4.916,298.9,261.2
42904,24.91,81.2,4.916,298.1,257.3
42905,24.91,81,4.914,393.6,350
42906,25.04,79.9,4.917,432.7,381
42907,25.33,79,4.914,449.7,368.1
42908,25.4,77.6,4.915,462.7,349.4
42909,25.37,77.8,4.918,536.9,310
42910,25.67,76.9,4.918,542.9,174.6
42911,25.68,76.4,4.919,561.1,154.4
42912,25.89,75.6,4.917,597.9,141.4
42781,26.09,75,4.92,615.9,137.2
42782,26.2,74,4.92,634.6,129.7
42783,26.35,74,4.921,657.7,129.4
42784,26.56,73,4.918,679.5,124.8
42785,26.65,72.3,4.92,698.5,122.4
42786,26.63,72.4,4.92,717,123.8
42787,26.72,72.8,4.918,736,125.4
42788,26.75,72.8,4.92,755,131.3
42789,26.46,73.5,4.916,786,148.4
42790,26.61,72.5,4.922,793,140.3
42791,26.71,72.1,4.919,795,157.8
42792,26.72,72,4.923,819,146.4
42793,26.54,72.8,4.922,820,138.9
42794,26.47,72.1,4.922,834,138.6
42795,26.58,71.7,4.925,846,147.5
42796,26.57,72.3,4.924,859,158
42797,26.56,71.5,4.922,812,177.5
42798,26.49,71.2,4.927,885,206.1
42799,26.52,71.2,4.929,830,230.3
42800,26.48,71.5,4.923,852,259.9
42801,26.55,70.6,4.926,842,259
42802,26.75,70.5,4.923,894,301.3
42803,27.14,69.41,4.923,857,320.4
42804,27.1,70,4.924,915,369.8
42805,27.16,68.91,4.918,788,321.3
42806,27.09,69.48,4.925,658.1,341.6
42807,26.84,70.2,4.921,599.7,306.2
42808,26.68,71.3,4.924,866,311.2
42809,26.87,71.4,4.918,856,287
42810,26.95,70.4,4.924,595.3,254.7
42811,26.86,71,4.924,494.2,246.2
42812,26.67,71.4,4.922,454.4,279.9
42813,26.65,71.3,4.919,564.5,318.2
42814,26.75,71.5,4.922,551.9,318.7
42815,26.79,71.5,4.919,515,319.9
42816,26.71,70.9,4.924,554,297.8
42817,26.77,70.8,4.923,566.3,260.9
42818,26.8,70.2,4.921,459.9,230.9
42819,26.71,70.4,4.918,483,253.8
42820,26.69,70.9,4.917,549.8,250.6
42821,26.84,71.1,4.921,584.7,245.5
42822,26.76,70.8,4.921,534.2,191.5
42823,26.61,71.3,4.916,519.1,148.2
42824,26.54,70.9,4.919,502.4,156.2
42825,26.55,72.3,4.919,494.1,165.2
42826,26.52,73.2,4.915,469.8,173
42827,26.41,74,4.921,437.2,218.4
42828,26.24,73.5,4.917,404.9,312.4
42829,26.07,73.7,4.922,376.2,343.1
42830,26.09,74.3,4.921,334.7,317.6
42831,26.07,73.4,4.92,305.4,292.4
42832,26.15,74.3,4.922,274.5,262.1
42833,26.17,74.6,4.921,239.1,228.3
42834,25.87,75.1,4.919,201.7,193.1
42835,25.76,74.9,4.917,180.1,172.4
42836,25.74,74.8,4.922,119.7,110.3
42837,25.71,74.5,4.923,64.52,57.46
42838,25.51,76.2,4.925,45.61,39.38
42839,25.41,76.9,4.921,41.59,36.56
42840,25.25,77.6,4.92,42.11,37.56
42847,25.15,78.5,4.925,28.59,24.5
42848,24.97,79.2,4.92,19.41,16.16
42849,24.9,79.3,4.92,13.04,10.53
42850,24.9,79.4,4.923,7.43,5.924
42851,24.81,80,4.922,2.486,2.012
42852,24.75,80.3,4.918,0.563,0.463
42853,24.69,81,4.926,0.15,0.096
42854,24.61,81.7,4.924,0.099,0.104
42855,24.55,82.3,4.927,0.091,0.089
42856,24.51,82.6,4.919,0.077,0.078
42857,24.47,83,4.917,0.08,0.13
42858,24.43,83.3,4.918,0.066,0.093
42859,24.41,83.6,4.915,0.077,0.141
42860,24.38,83.7,4.916,0.062,0.163
42861,24.38,83.8,4.92,0.077,0.111
42862,24.36,83.8,4.917,0.073,0.148
42863,24.3,83.8,4.919,0.062,0.163
42864,24.31,83.7,4.922,0.073,0.115
42865,24.31,83.7,4.914,0.08,0.159
42866,24.3,83.9,4.914,0.059,0.156
42867,24.31,83.9,4.919,0.073,0.13
42868,24.29,84.1,4.918,0.08,0.119
42869,24.28,84.3,4.92,0.066,0.133
42870,24.33,84.4,4.918,0.084,0.119
42913,24.32,84.5,4.913,0.051,0.133
42914,24.32,84.7,4.916,0.055,0.126
42915,24.36,84.8,4.917,0.088,0.13
42916,24.29,85.2,4.914,0.037,0.156
42917,24.33,85.4,4.914,0.04,0.211
42918,24.3,85.5,4.917,0.084,0.122
42919,24.31,85.7,4.912,0.059,0.119
42920,24.31,85.8,4.914,0.099,0.096
42921,24.24,85.8,4.915,0.106,0.111
42922,24.2,85.9,4.914,0.077,0.082
42923,24.21,85.9,4.915,0.08,0.141
42924,24.26,85.9,4.915,0.066,0.17
42985,24.29,85.8,4.912,0.08,0.119
42986,24.32,85.8,4.913,0.084,0.122
42987,24.32,85.8,4.916,0.059,0.174
42988,24.27,85.8,4.915,0.059,0.111
42989,24.23,85.8,4.916,0.069,0.141
42990,24.19,85.7,4.915,0.069,0.115
43015,24.17,85.8,4.911,0.077,0.137
43016,24.13,85.7,4.913,0.051,0.122
43017,24.04,85.8,4.919,0.117,0.078
43018,24.05,85.7,4.918,0.066,0.156
43019,24.07,85.9,4.918,0.062,0.13
43020,24.07,85.8,4.917,0.062,0.126
43021,24.07,85.9,4.914,0.073,0.159
43022,24.11,85.9,4.912,0.048,0.2
43023,24.05,85.9,4.916,0.055,0.13
43024,24.01,86,4.916,0.066,0.163
43025,24.04,85.9,4.912,0.055,0.189
43026,24.02,85.8,4.913,0.055,0.096
43027,24.04,85.9,4.915,0.059,0.163
43028,24.06,85.8,4.915,0.088,0.133
43029,24.03,85.9,4.917,0.059,0.133
43030,24,86,4.916,0.073,0.122
43031,23.98,86,4.914,0.066,0.144
43032,23.83,86.2,4.915,0.146,0.13
43033,23.91,86.3,4.919,0.355,0.322
43034,23.97,86.2,4.919,0.907,0.719
43035,23.96,86.3,4.914,1.693,1.352
43036,23.92,86.5,4.915,3.525,2.69
43037,23.89,86.8,4.913,5.762,4.472
43038,23.81,87,4.913,10.87,8.39
43039,23.71,87.2,4.915,15.99,12.2
43040,23.69,87.2,4.913,22.44,17.3
43041,23.71,87.3,4.911,27.21,20.58
43042,23.72,87.4,4.914,28.78,21.85
43043,23.66,87.5,4.915,40.22,30.93
43044,23.74,87.5,4.912,42.12,32.79
43045,23.78,87.5,4.913,38.77,30.09
43046,23.77,87.6,4.916,46.64,35.99
43047,23.75,87.5,4.915,62.66,48
43048,23.7,87.4,4.916,113.9,86.7
43049,23.86,87.2,4.917,135.8,103.3
43050,24.01,86.6,4.915,173.2,133.1
43051,24.2,85,4.918,196.3,152
43052,24.56,83.4,4.917,261.9,193.5
43053,24.81,81.1,4.919,377,247.4
43054,25.28,79.2,4.917,531.4,207.7
43055,25.72,77,4.916,583.4,139.6
43056,26.03,74.3,4.918,596.2,123
42925,26.32,73,4.913,622.5,126
42926,26.37,71.9,4.915,647.1,119.9
42927,26.69,71.4,4.916,671.2,116.7
42928,26.6,70.9,4.918,691.6,115.5
42929,26.77,71.2,4.918,711,114.1
42930,26.78,70.7,4.919,732,113.2
42931,26.91,71,4.919,752,111.7
42932,27.15,69.48,4.918,770,110.4
42933,27.28,69.35,4.917,785,109
42934,27.31,67.95,4.92,801,106.3
42935,27.77,67.98,4.923,814,104.7
42936,28.02,65.78,4.919,829,103.2
42937,28.1,64.94,4.923,840,102
42938,28.02,64.48,4.921,844,104.1
42939,27.95,65.44,4.923,851,104.9
42940,27.71,65.61,4.918,859,105.4
42941,27.69,65.98,4.92,867,104
42942,27.75,65.64,4.925,872,103.6
42943,27.82,64.74,4.925,875,102.7
42944,28.13,63.58,4.922,876,102.3
42945,28.33,62.21,4.924,876,101.6
42946,28.36,61.27,4.927,877,99.9
42947,28.53,60.51,4.927,875,98.5
42948,28.58,59.74,4.918,871,100
42949,28.39,62.37,4.92,866,100
42950,27.98,64.08,4.92,705,100.4
42951,27.95,65.18,4.921,851,99.7
42952,27.84,66.51,4.921,843,99.6
42953,27.81,66.94,4.917,831,101.2
42954,27.57,68.25,4.922,817,102.9
42955,27.55,68.71,4.926,799,105.5
42956,27.67,68.28,4.92,784,104.4
42957,27.49,68.78,4.92,770,103.2
42958,27.44,68.61,4.92,751,104.4
42959,27.35,69.91,4.92,729,105.6
42960,27.31,69.65,4.921,709,106.6
42961,27.59,69.48,4.922,688.2,106.5
42962,27.43,69.98,4.923,665.5,107.1
42963,27.23,70.5,4.92,641.9,107.9
42964,27.3,70.4,4.92,617,109.2
42965,27.35,71,4.919,593,109.7
42966,27.23,71.4,4.922,564.4,110.3
42967,27.27,71.7,4.923,538.3,111.5
42968,27.22,71.6,4.921,508.3,113.1
42969,27.1,72.4,4.917,481.7,113.3
42970,27.04,73,4.921,456.5,119.9
42971,27.02,73.2,4.919,426,169.1
42972,26.99,73.5,4.919,398.3,296.8
42973,26.89,73.9,4.92,366.8,343
42974,26.7,74.5,4.921,334.5,325
42975,26.78,74.5,4.921,301.6,293.8
42976,26.77,74.5,4.915,271.9,265.2
42977,26.65,74.9,4.922,240.8,235.2
42978,26.51,75.5,4.92,212.2,207.2
42979,26.45,75.9,4.922,183.9,179.6
42980,26.31,75.5,4.921,154.4,150.5
42981,26.21,76.1,4.923,129.3,125.6
42982,26.25,75.9,4.916,104.5,100.3
42983,26.21,77.1,4.92,82.3,77.7
42984,25.94,78.6,4.919,61.8,56.81
42991,25.76,79.5,4.923,42.71,38.69
42992,25.65,80,4.92,26.34,22.95
42993,25.55,80.5,4.919,13.23,10.73
42994,25.45,81,4.92,5.561,4.416
42995,25.33,81.6,4.922,1.898,1.482
42996,25.33,81.7,4.924,0.41,0.27
42997,25.29,82,4.918,0.102,0.115
42998,25.28,81.9,4.926,0.084,0.119
42999,25.24,82,4.923,0.08,0.111
43000,25.29,82,4.922,0.102,0.104
43001,25.29,82.7,4.924,0.084,0.089
43002,25.2,83.1,4.924,0.102,0.107
43003,25.13,83.6,4.917,0.069,0.126
43004,25.03,83.8,4.92,0.088,0.111
43005,25.02,83.9,4.92,0.069,0.126
43006,25.06,83.9,4.917,0.084,0.111
43007,25.03,83.8,4.92,0.08,0.13
43008,25.01,83.7,4.922,0.066,0.096
43009,25.04,83.6,4.915,0.062,0.17
43010,25.01,83.7,4.918,0.073,0.163
43011,24.98,83.9,4.918,0.08,0.13
43012,25.01,84.1,4.918,0.077,0.137
43013,25.03,84.2,4.918,0.077,0.119
43014,25,84.4,4.92,0.073,0.185
43057,24.95,84.4,4.912,0.073,0.144
43058,24.91,84.5,4.916,0.066,0.137
43059,24.88,84.5,4.921,0.062,0.122
43060,24.88,84.6,4.916,0.084,0.107
43061,24.93,84.5,4.917,0.069,0.156
43062,24.89,84.5,4.917,0.066,0.096
43063,24.89,84.6,4.916,0.084,0.13
43064,24.83,84.5,4.916,0.066,0.13
43065,24.81,84.5,4.919,0.077,0.104
43066,24.76,84.5,4.916,0.088,0.126
43067,24.78,84.6,4.918,0.106,0.122
43068,24.65,84.8,4.918,0.077,0.1
43129,24.62,84.9,4.917,0.102,0.093
43130,24.6,84.9,4.914,0.077,0.133
43131,24.54,84.8,4.917,0.106,0.126
43132,24.56,84.8,4.916,0.077,0.137
43133,24.48,84.6,4.918,0.066,0.13
43134,24.42,84.7,4.919,0.077,0.152
43159,24.37,84.6,4.921,0.143,0.085
43160,24.32,84.3,4.917,0.069,0.133
43161,24.31,84.2,4.919,0.08,0.115
43162,24.31,84.1,4.919,0.048,0.163
43163,24.3,84.1,4.916,0.106,0.119
43164,24.34,84.1,4.918,0.066,0.122
43165,24.37,84,4.916,0.091,0.093
43166,24.23,83.8,4.917,0.091,0.119
43167,24.29,83.8,4.917,0.066,0.115
43168,24.31,83.4,4.918,0.088,0.137
43169,24.24,83.1,4.919,0.066,0.152
43170,24.23,83,4.916,0.088,0.107
43171,24.23,82.8,4.917,0.069,0.189
43172,24.27,82.8,4.916,0.069,0.148
43173,24.21,82.5,4.914,0.062,0.156
43174,24.29,82.2,4.915,0.088,0.152
43175,24.36,81.9,4.915,0.095,0.17
43176,24.44,81.5,4.916,0.154,0.182
43177,24.42,81.3,4.923,0.497,0.308
43178,24.41,81.2,4.915,1.214,0.956
43179,24.42,81.2,4.918,3.4,2.62
43180,24.43,81,4.916,7.66,6.239
43181,24.44,81,4.915,13.89,11.04
43182,24.36,80.9,4.917,21.36,17.59
43183,24.24,81,4.92,30.65,26.82
43184,24.16,81,4.915,51.95,40.25
43185,24.13,80.9,4.921,79.9,63.73
43186,24.16,80.9,4.918,129.5,109.9
43187,24.29,80.8,4.917,152.6,124.4
43188,24.37,80.4,4.918,168,141.1
43189,24.52,80,4.916,258.8,227.9
43190,24.85,79.4,4.918,307.8,274.9
43191,25.09,78.3,4.918,334.9,301.8
43192,25.33,77.4,4.919,363.1,327.8
43193,25.61,76.1,4.918,390.3,355.1
43194,25.71,74.9,4.916,424.5,387.9
43195,25.91,74.4,4.916,455.2,415.3
43196,26.26,73.8,4.918,485.2,386.6
43197,26.48,72.3,4.915,520.2,224.8
43198,26.67,71,4.919,546.3,118.3
43199,26.84,69.61,4.92,573.2,101.7
43200,27.24,68.81,4.917,598.8,98.4
43069,27.54,66.77,4.918,623.5,98.2
43070,27.72,65.44,4.916,649.7,96.1
43071,27.96,64.37,4.915,672.3,96.8
43072,28.31,63.37,4.917,693.8,96.6
43073,28.59,61.61,4.92,715,96.1
43074,28.83,61.04,4.918,733,95.8
43075,28.96,60.3,4.917,751,95.6
43076,29.06,59.44,4.92,770,94.9
43077,29.3,58.94,4.925,786,93.9
43078,29.28,58.37,4.918,800,92.6
43079,29.3,57.24,4.923,814,92.1
43080,29.51,57.1,4.925,824,91.5
43081,29.53,55.74,4.926,838,90.8
43082,29.55,55.34,4.929,847,90.7
43083,29.67,53.6,4.927,856,90.5
43084,30.06,52.9,4.928,862,90.6
43085,30,53.77,4.925,867,90.9
43086,30.18,53.13,4.926,871,91.1
43087,30.2,52.9,4.929,871,91.4
43088,30.13,53.97,4.92,871,92.2
43089,30.34,54.1,4.923,870,92.5
43090,30.22,54.6,4.918,869,92.8
43091,30.1,54.27,4.921,865,92.7
43092,30.04,54.04,4.923,861,92.3
43093,29.96,54.04,4.923,856,90.9
43094,30.11,52.8,4.924,850,90.3
43095,30.4,51.93,4.923,840,89.8
43096,30.52,51.23,4.925,832,88.7
43097,30.52,52.33,4.924,823,88.1
43098,30.46,52.6,4.925,811,87.6
43099,30.37,52.97,4.922,798,86.4
43100,30.77,50.7,4.921,783,85
43101,31.19,48.06,4.925,767,84.3
43102,31.38,48.56,4.923,750,83.9
43103,31.21,49.06,4.921,732,82.5
43104,30.88,50.26,4.923,712,82
43105,30.54,50.87,4.922,692.6,81
43106,30.33,51.06,4.92,669.2,80.3
43107,30.23,51.7,4.92,646.5,79.7
43108,30.55,50,4.922,624.4,79.2
43109,30.6,49.49,4.925,598.2,79.4
43110,30.7,49.16,4.923,572.4,79.3
43111,30.97,48.03,4.923,544.6,79.3
43112,30.89,47.36,4.923,517.3,79.3
43113,30.58,49.02,4.922,488.7,79.1
43114,30.31,49.22,4.924,460.5,81.8
43115,30.17,52.03,4.926,432.1,110.4
43116,29.96,56.46,4.915,401.6,220.9
43117,29.59,59.43,4.921,370.2,334.8
43118,29.37,60.83,4.921,337.9,336.4
43119,29.21,60.9,4.922,308.2,309.6
43120,29.23,60.73,4.92,276.9,279
43121,29.12,59.33,4.923,248.2,250.9
43122,29.14,59.73,4.923,183.9,222.3
43123,29.03,62.26,4.92,191.8,194.6
43124,28.79,63.3,4.917,164.8,167.5
43125,28.62,63.63,4.926,128.3,138.8
43126,28.48,63.93,4.92,111.6,112.5
43127,28.34,65.03,4.921,87.1,86.8
43128,28.17,65.9,4.928,61.46,59.96
43135,27.98,66.37,4.919,37.27,35.37
43136,27.82,67.87,4.924,22.85,21.27
43137,27.63,68.77,4.923,11.87,10.22
43138,27.4,70.4,4.926,5.792,4.902
43139,27.17,73,4.922,2.095,1.775
43140,26.88,74.8,4.926,0.614,0.496
43141,26.74,77,4.922,0.157,0.137
43142,26.53,78.2,4.922,0.084,0.115
43143,26.35,79,4.917,0.073,0.126
43144,26.15,79.5,4.924,0.088,0.1
43145,26,79.9,4.923,0.102,0.119
43146,25.91,80.1,4.924,0.062,0.119
43147,25.9,80.2,4.617,0.084,0.144
43148,25.96,79.9,0.169,0.088,0.126
43149,25.77,80.2,0.25,0.055,0.111
43150,25.1,81.4,0.055,0.066,0.111
43151,24.67,82.3,0.056,0.099,0.122
43152,24.4,82.6,0.055,0.084,0.137
43153,24.09,82.9,0.054,0.099,0.104
43154,24.01,83.4,0.056,0.066,0.141
43155,24.02,83.4,0.055,0.091,0.152
43156,23.61,83.1,0.081,0.08,0.119
43157,23.39,83.5,0.054,0.044,0.141
43158,23.26,83,0.053,0.084,0.137
43201,23.14,82.8,0.05,0.069,0.167
43202,23.02,82.8,0.054,0.062,0.126
43203,22.96,83,0.053,0.099,0.115
43204,22.93,83.1,0.059,0.088,0.119
43205,22.74,82.9,0.073,0.091,0.13
43206,22.68,83,0.053,0.088,0.152
43207,22.76,83.7,0.057,0.099,0.104
43208,22.82,83.4,0.366,0.077,0.111
43209,23.11,84.4,0.055,0.095,0.122
43210,23.37,84,0.054,0.084,0.144
43211,23.13,83.1,0.054,0.073,0.111
43212,23.01,83.3,0.06,0.08,0.156
43273,23.51,85.9,0.067,0.099,0.107
43274,23.82,82.8,0.066,0.069,0.167
43275,24.22,82.3,0.082,0.088,0.137
43276,24.4,82.3,0.233,0.08,0.119
43277,24.2,82.1,0.194,0.091,0.148
43278,23.65,81,0.067,0.08,0.148
43303,23.55,79.2,0.063,0.073,0.148
43304,23.73,75.9,0.059,0.069,0.122
43305,23.79,74.6,0.063,0.11,0.119
43306,23.26,74.2,0.061,0.077,0.104
43307,23.09,74.2,0.058,0.069,0.096
43308,23.05,73.9,0.06,0.073,0.126
43309,23.02,72.4,0.057,0.088,0.133
43310,22.95,71.2,0.061,0.077,0.078
43311,22.98,71.5,0.057,0.073,0.144
43312,22.82,73,0.06,0.059,0.122
43313,22.83,73.8,0.101,0.077,0.133
43314,22.6,74.9,0.624,0.08,0.148
43315,22.46,75.4,0.061,0.066,0.152
43316,22.74,74.6,0.062,0.084,0.137
43317,22.81,72.4,0.059,0.084,0.156
43318,22.82,71.7,0.06,0.106,0.126
43319,22.75,70.4,0.059,0.11,0.156
43320,22.7,71.7,0.81,0.355,0.378
43321,22.32,72.4,0.43,1.525,1.286
43322,22.27,72.2,3.71,4.57,3.835
43323,22.54,71.1,4.918,10.75,9.01
43324,22.61,68.67,4.924,22.17,17.76
43325,22.53,70.3,4.915,38.98,30.3
43326,22.38,71.5,4.917,60.3,51.42
43327,22.48,71.3,4.922,84.8,73.6
43328,22.38,69.9,4.921,111.6,98
43329,22.44,68.27,4.922,141.2,125.3
43330,22.59,67.37,4.925,170.9,152.8
43331,22.65,67.77,4.923,200.2,180.1
43332,22.98,65.03,4.923,231.2,209.5
43333,23.48,63.1,4.925,264.6,240.9
43334,23.96,63.4,4.922,299.8,274.1
43335,24.36,63.67,4.924,334.3,306.9
43336,24.7,63.53,4.924,366.5,338.1
43337,25.1,62.77,4.919,398,368
43338,25.55,61.64,4.923,430.4,398.6
43339,26.3,60.2,4.926,459.9,421.1
43340,27.2,56.43,4.925,490.8,386.4
43341,28.03,54.53,4.925,519.2,215.3
43342,29.3,50.59,4.924,545.7,116.6
43343,29.91,46.53,4.922,571.4,102.3
43344,30.44,45.13,4.922,598.9,99.8
43213,30.7,43.63,4.924,624.4,98.9
43214,31.31,42.16,4.923,648.1,98.5
43215,31.75,41.26,4.927,673.2,98.2
43216,32.12,40.99,4.928,695.2,97.5
